request_id,problem_id,family,layer,null,draw,e_k,e_total_non_dc,concentration,residual_energy
fc700c69a2653e70ca9db867,iterative-00000,iterative_state_machine,0,matched_linear_drift,3,2.557257283010623,15.59497384802617,0.1639795813658444,13.037716565015547
fc700c69a2653e70ca9db867,iterative-00000,iterative_state_machine,0,polynomial_trend,0,4.848740600781792,6.969134663464761,0.6957450006241093,2.120394062682969
fc700c69a2653e70ca9db867,iterative-00000,iterative_state_machine,0,polynomial_trend,1,6.937200048978781,9.886131717270512,0.7017102591157961,2.948931668291732
fc700c69a2653e70ca9db867,iterative-00000,iterative_state_machine,0,polynomial_trend,2,7.56590419501309,11.2659431955731,0.6715730821353756,3.7000390005600106
fc700c69a2653e70ca9db867,iterative-00000,iterative_state_machine,0,polynomial_trend,3,6.654231661298912,10.079234299601106,0.6601921796343457,3.425002638302194
fc700c69a2653e70ca9db867,iterative-00000,iterative_state_machine,0,matched_ar1,0,4.782897645364702,14.237760143638459,0.33593048324400504,9.454862498273757
fc700c69a2653e70ca9db867,iterative-00000,iterative_state_machine,0,matched_ar1,1,5.402636875195521,14.50180546064861,0.37254925877028566,9.09916858545309
fc700c69a2653e70ca9db867,iterative-00000,iterative_state_machine,0,matched_ar1,2,6.086401132730847,15.12398355065585,0.4024337313211975,9.037582417925003
fc700c69a2653e70ca9db867,iterative-00000,iterative_state_machine,0,matched_ar1,3,7.884186434520792,15.8729793751934,0.4967048874795586,7.988792940672608
fc700c69a2653e70ca9db867,iterative-00000,iterative_state_machine,0,randomized_boundary,0,17.27045156230806,21.703087449742657,0.7957601240975898,4.432635887434596
fc700c69a2653e70ca9db867,iterative-00000,iterative_state_machine,0,randomized_boundary,1,17.27045156230806,21.703087449742657,0.7957601240975898,4.432635887434596
fc700c69a2653e70ca9db867,iterative-00000,iterative_state_machine,0,randomized_boundary,2,17.27045156230806,21.703087449742657,0.7957601240975898,4.432635887434596
fc700c69a2653e70ca9db867,iterative-00000,iterative_state_machine,0,randomized_boundary,3,17.27045156230806,21.703087449742657,0.7957601240975898,4.432635887434596
070335b9744877b8b99b2c4c,iterative-00000,iterative_state_machine,1,observed,0,38.72443623638195,44.047233140832496,0.8791570656110922,5.322796904450547
070335b9744877b8b99b2c4c,iterative-00000,iterative_state_machine,1,temporal_shuffle,0,3.451943656583805,44.04723314083251,0.07836913718386994,40.5952894842487
070335b9744877b8b99b2c4c,iterative-00000,iterative_state_machine,1,temporal_shuffle,1,1.6899538252892623,44.0472331408325,0.038366855413731936,42.35727931554324
070335b9744877b8b99b2c4c,iterative-00000,iterative_state_machine,1,temporal_shuffle,2,1.667069990895952,44.04723314083251,0.03784732597313929,42.38016314993656
070335b9744877b8b99b2c4c,iterative-00000,iterative_state_machine,1,temporal_shuffle,3,0.9361391808265993,44.0472331408325,0.021253075711554353,43.1110939600059
070335b9744877b8b99b2c4c,iterative-00000,iterative_state_machine,1,phase_randomized,0,38.72443623638195,44.04723314083249,0.8791570656110923,5.322796904450545
070335b9744877b8b99b2c4c,iterative-00000,iterative_state_machine,1,phase_randomized,1,38.72443623638194,44.04723314083249,0.8791570656110921,5.322796904450546
070335b9744877b8b99b2c4c,iterative-00000,iterative_state_machine,1,phase_randomized,2,38.72443623638195,44.04723314083249,0.8791570656110923,5.322796904450545
070335b9744877b8b99b2c4c,iterative-00000,iterative_state_machine,1,phase_randomized,3,38.72443623638195,44.04723314083249,0.8791570656110923,5.322796904450545
070335b9744877b8b99b2c4c,iterative-00000,iterative_state_machine,1,gaussian_random_walk,0,34.54289690815065,53.74268772799483,0.6427459877515037,19.199790819844175
070335b9744877b8b99b2c4c,iterative-00000,iterative_state_machine,1,gaussian_random_walk,1,28.72927497232402,46.21159301311381,0.6216897773719097,17.482318040789792
070335b9744877b8b99b2c4c,iterative-00000,iterative_state_machine,1,gaussian_random_walk,2,23.50989749768258,38.82893803915776,0.6054736154250108,15.319040541475179
070335b9744877b8b99b2c4c,iterative-00000,iterative_state_machine,1,gaussian_random_walk,3,34.96481183515486,53.04790616649084,0.659117661032988,18.083094331335978
070335b9744877b8b99b2c4c,iterative-00000,iterative_state_machine,1,matched_linear_drift,0,3.5151634340449647,31.7765073096781,0.11062145376104186,28.261343875633134
070335b9744877b8b99b2c4c,iterative-00000,iterative_state_machine,1,matched_linear_drift,1,3.7357299289702746,28.540509535076126,0.13089219463230267,24.80477960610585
070335b9744877b8b99b2c4c,iterative-00000,iterative_state_machine,1,matched_linear_drift,2,3.4371197515911556,30.467451552090925,0.1128128404738621,27.03033180049977
070335b9744877b8b99b2c4c,iterative-00000,iterative_state_machine,1,matched_linear_drift,3,4.634550863779143,29.48064948247267,0.1572065387003958,24.846098618693528
070335b9744877b8b99b2c4c,iterative-00000,iterative_state_machine,1,polynomial_trend,0,11.007647479112222,15.83821299763347,0.6950056474652143,4.830565518521247
070335b9744877b8b99b2c4c,iterative-00000,iterative_state_machine,1,polynomial_trend,1,9.493433094589644,13.197891125115436,0.7193143968678261,3.7044580305257924
070335b9744877b8b99b2c4c,iterative-00000,iterative_state_machine,1,polynomial_trend,2,11.187407803838497,16.0125503650342,0.6986649564748832,4.825142561195703
070335b9744877b8b99b2c4c,iterative-00000,iterative_state_machine,1,polynomial_trend,3,12.314564030989068,17.48449240445148,0.7043134994215692,5.169928373462413
070335b9744877b8b99b2c4c,iterative-00000,iterative_state_machine,1,matched_ar1,0,13.685409821070422,25.24075709002939,0.5421949021678291,11.555347268958968
070335b9744877b8b99b2c4c,iterative-00000,iterative_state_machine,1,matched_ar1,1,12.792095847049199,23.67388175912577,0.5403463604830299,10.88178591207657
070335b9744877b8b99b2c4c,iterative-00000,iterative_state_machine,1,matched_ar1,2,14.721747732301502,26.58807012789834,0.5536974914495302,11.86632239559684
070335b9744877b8b99b2c4c,iterative-00000,iterative_state_machine,1,matched_ar1,3,14.733922330701915,27.105688495611354,0.5435730707628941,12.371766164909438
070335b9744877b8b99b2c4c,iterative-00000,iterative_state_machine,1,randomized_boundary,0,38.72443623638195,44.04723314083249,0.8791570656110923,5.322796904450545
070335b9744877b8b99b2c4c,iterative-00000,iterative_state_machine,1,randomized_boundary,1,38.72443623638195,44.04723314083249,0.8791570656110923,5.322796904450545
070335b9744877b8b99b2c4c,iterative-00000,iterative_state_machine,1,randomized_boundary,2,38.72443623638195,44.04723314083249,0.8791570656110923,5.322796904450545
070335b9744877b8b99b2c4c,iterative-00000,iterative_state_machine,1,randomized_boundary,3,38.72443623638195,44.04723314083249,0.8791570656110923,5.322796904450545
a346ce202bd189fe6f1f08f1,iterative-00000,iterative_state_machine,2,observed,0,67.98372335127492,75.00497900791268,0.9063894724122641,7.021255656637764
a346ce202bd189fe6f1f08f1,iterative-00000,iterative_state_machine,2,temporal_shuffle,0,2.9697674744586244,75.00497900791271,0.039594271123592026,72.03521153345409
a346ce202bd189fe6f1f08f1,iterative-00000,iterative_state_machine,2,temporal_shuffle,1,3.749436511485121,75.00497900791271,0.04998916820028136,71.2555424964276
a346ce202bd189fe6f1f08f1,iterative-00000,iterative_state_machine,2,temporal_shuffle,2,5.248842024244965,75.00497900791271,0.06997991458262036,69.75613698366774
a346ce202bd189fe6f1f08f1,iterative-00000,iterative_state_machine,2,temporal_shuffle,3,12.888545765834671,75.00497900791271,0.17183586924909322,62.11643324207804
a346ce202bd189fe6f1f08f1,iterative-00000,iterative_state_machine,2,phase_randomized,0,67.9837233512749,75.00497900791267,0.9063894724122641,7.021255656637761
a346ce202bd189fe6f1f08f1,iterative-00000,iterative_state_machine,2,phase_randomized,1,67.98372335127493,75.0049790079127,0.9063894724122641,7.021255656637763
a346ce202bd189fe6f1f08f1,iterative-00000,iterative_state_machine,2,phase_randomized,2,67.98372335127492,75.00497900791268,0.9063894724122641,7.021255656637762
a346ce202bd189fe6f1f08f1,iterative-00000,iterative_state_machine,2,phase_randomized,3,67.9837233512749,75.00497900791267,0.9063894724122641,7.021255656637761
a346ce202bd189fe6f1f08f1,iterative-00000,iterative_state_machine,2,gaussian_random_walk,0,41.837364206566676,68.74891935412052,0.6085530449004668,26.91155514755384
a346ce202bd189fe6f1f08f1,iterative-00000,iterative_state_machine,2,gaussian_random_walk,1,71.1484127560069,102.17891178796214,0.6963121011080196,31.030499031955227
a346ce202bd189fe6f1f08f1,iterative-00000,iterative_state_machine,2,gaussian_random_walk,2,54.58476588805351,91.59937943160564,0.5959075948632406,37.01461354355213
a346ce202bd189fe6f1f08f1,iterative-00000,iterative_state_machine,2,gaussian_random_walk,3,46.13770624310188,70.11103375328582,0.6580662667941277,23.973327510183942
a346ce202bd189fe6f1f08f1,iterative-00000,iterative_state_machine,2,matched_linear_drift,0,4.5679406467105395,52.89844466353879,0.08635302371865529,48.33050401682825
a346ce202bd189fe6f1f08f1,iterative-00000,iterative_state_machine,2,matched_linear_drift,1,5.5261513467814725,49.03899740270751,0.11268891371087383,43.51284605592603
a346ce202bd189fe6f1f08f1,iterative-00000,iterative_state_machine,2,matched_linear_drift,2,4.954708527943172,48.95028524056919,0.10121919624355512,43.99557671262602
a346ce202bd189fe6f1f08f1,iterative-00000,iterative_state_machine,2,matched_linear_drift,3,5.560736755238419,55.07550042163432,0.10096570548915239,49.5147636663959
a346ce202bd189fe6f1f08f1,iterative-00000,iterative_state_machine,2,polynomial_trend,0,13.793612887383397,20.36016195043233,0.6774805092889008,6.566549063048936
a346ce202bd189fe6f1f08f1,iterative-00000,iterative_state_machine,2,polynomial_trend,1,22.237101233733732,33.119605224675496,0.6714180644027169,10.882503990941768
a346ce202bd189fe6f1f08f1,iterative-00000,iterative_state_machine,2,polynomial_trend,2,17.941597091533485,25.807312446596825,0.695213696841161,7.865715355063341
a346ce202bd189fe6f1f08f1,iterative-00000,iterative_state_machine,2,polynomial_trend,3,19.874677436175297,27.748713624007827,0.7162377941361572,7.874036187832529
a346ce202bd189fe6f1f08f1,iterative-00000,iterative_state_machine,2,matched_ar1,0,19.354814075052282,37.95024458350809,0.5100049890973097,18.595430508455806
a346ce202bd189fe6f1f08f1,iterative-00000,iterative_state_machine,2,matched_ar1,1,20.742991549399605,36.278673159617156,0.5717681972032326,15.535681610217555
a346ce202bd189fe6f1f08f1,iterative-00000,iterative_state_machine,2,matched_ar1,2,30.4628841495339,45.51552164861907,0.6692856205122311,15.052637499085176
a346ce202bd189fe6f1f08f1,iterative-00000,iterative_state_machine,2,matched_ar1,3,22.839836979626632,39.37432312757278,0.5800693234935259,16.534486147946144
a346ce202bd189fe6f1f08f1,iterative-00000,iterative_state_machine,2,randomized_boundary,0,67.98372335127493,75.0049790079127,0.9063894724122641,7.021255656637761
a346ce202bd189fe6f1f08f1,iterative-00000,iterative_state_machine,2,randomized_boundary,1,67.98372335127492,75.00497900791268,0.9063894724122641,7.021255656637762
a346ce202bd189fe6f1f08f1,iterative-00000,iterative_state_machine,2,randomized_boundary,2,67.98372335127493,75.0049790079127,0.9063894724122641,7.021255656637761
a346ce202bd189fe6f1f08f1,iterative-00000,iterative_state_machine,2,randomized_boundary,3,67.98372335127493,75.0049790079127,0.9063894724122641,7.021255656637761
a4ecf2db647388928191109e,iterative-00000,iterative_state_machine,3,observed,0,104.79124103283075,113.20987292867589,0.925636945983068,8.418631895845138
a4ecf2db647388928191109e,iterative-00000,iterative_state_machine,3,temporal_shuffle,0,7.63934172962202,113.20987292867595,0.06747946563313367,105.57053119905393
a4ecf2db647388928191109e,iterative-00000,iterative_state_machine,3,temporal_shuffle,1,10.38658720760563,113.20987292867594,0.09174630214583271,102.8232857210703
a4ecf2db647388928191109e,iterative-00000,iterative_state_machine,3,temporal_shuffle,2,3.7972192900009176,113.20987292867596,0.033541414646699824,109.41265363867504
a4ecf2db647388928191109e,iterative-00000,iterative_state_machine,3,temporal_shuffle,3,6.9514895397320995,113.20987292867595,0.061403562780356184,106.25838338894386
a4ecf2db647388928191109e,iterative-00000,iterative_state_machine,3,phase_randomized,0,104.79124103283075,113.20987292867589,0.925636945983068,8.418631895845136
a4ecf2db647388928191109e,iterative-00000,iterative_state_machine,3,phase_randomized,1,104.79124103283073,113.20987292867586,0.9256369459830679,8.418631895845138
a4ecf2db647388928191109e,iterative-00000,iterative_state_machine,3,phase_randomized,2,104.79124103283075,113.20987292867589,0.925636945983068,8.418631895845138
a4ecf2db647388928191109e,iterative-00000,iterative_state_machine,3,phase_randomized,3,104.79124103283075,113.20987292867589,0.925636945983068,8.418631895845138
a4ecf2db647388928191109e,iterative-00000,iterative_state_machine,3,gaussian_random_walk,0,44.22500192774115,80.45139175674723,0.5497108373396427,36.22638982900609
a4ecf2db647388928191109e,iterative-00000,iterative_state_machine,3,gaussian_random_walk,1,39.15667321813763,66.26230627180692,0.5909343550089787,27.105633053669294
a4ecf2db647388928191109e,iterative-00000,iterative_state_machine,3,gaussian_random_walk,2,42.798975600959885,70.76948557380781,0.6047659560323274,27.97050997284793
a4ecf2db647388928191109e,iterative-00000,iterative_state_machine,3,gaussian_random_walk,3,41.92131722512485,71.1025878536571,0.5895891906410924,29.181270628532246
a4ecf2db647388928191109e,iterative-00000,iterative_state_machine,3,matched_linear_drift,0,8.579087428320289,75.15679550879304,0.11414919130388643,66.57770808047275
a4ecf2db647388928191109e,iterative-00000,iterative_state_machine,3,matched_linear_drift,1,8.788463874537847,75.70496281585446,0.11608834543535802,66.9164989413166
a4ecf2db647388928191109e,iterative-00000,iterative_state_machine,3,matched_linear_drift,2,6.9084414291204315,79.06384265720007,0.0873780124635936,72.15540122807964
a4ecf2db647388928191109e,iterative-00000,iterative_state_machine,3,matched_linear_drift,3,7.431037426747927,76.62026470493008,0.09698527478814337,69.18922727818216
a4ecf2db647388928191109e,iterative-00000,iterative_state_machine,3,polynomial_trend,0,38.00581468857516,54.709965317792054,0.6946780987304959,16.704150629216898
a4ecf2db647388928191109e,iterative-00000,iterative_state_machine,3,polynomial_trend,1,36.17037731711147,55.35526999293372,0.6534224712792249,19.184892675822248
a4ecf2db647388928191109e,iterative-00000,iterative_state_machine,3,polynomial_trend,2,27.432082051293897,41.463141034605215,0.6616016386312612,14.03105898331132
a4ecf2db647388928191109e,iterative-00000,iterative_state_machine,3,polynomial_trend,3,48.846545058250484,73.06475394462073,0.668537734285311,24.21820888637025
a4ecf2db647388928191109e,iterative-00000,iterative_state_machine,3,matched_ar1,0,37.74516855866111,62.011587934867066,0.6086792777876642,24.266419376205956
a4ecf2db647388928191109e,iterative-00000,iterative_state_machine,3,matched_ar1,1,28.696909050027116,53.61262017616299,0.5352640657317885,24.91571112613588
a4ecf2db647388928191109e,iterative-00000,iterative_state_machine,3,matched_ar1,2,29.952704915808532,48.67382088996281,0.6153760762592028,18.721115974154284
a4ecf2db647388928191109e,iterative-00000,iterative_state_machine,3,matched_ar1,3,28.009270762329812,54.28331044578825,0.5159830992677235,26.27403968345844
a4ecf2db647388928191109e,iterative-00000,iterative_state_machine,3,randomized_boundary,0,104.79124103283077,113.2098729286759,0.925636945983068,8.418631895845136
a4ecf2db647388928191109e,iterative-00000,iterative_state_machine,3,randomized_boundary,1,104.79124103283075,113.20987292867589,0.925636945983068,8.418631895845142
a4ecf2db647388928191109e,iterative-00000,iterative_state_machine,3,randomized_boundary,2,104.79124103283078,113.20987292867592,0.925636945983068,8.418631895845138
a4ecf2db647388928191109e,iterative-00000,iterative_state_machine,3,randomized_boundary,3,104.79124103283075,113.20987292867589,0.925636945983068,8.418631895845142
9cfce6afcc16c70e8b07aaeb,ontology-00000,fictional_ontology,0,observed,0,17.65608525842974,22.669480686943164,0.7788482454562373,5.013395428513422
9cfce6afcc16c70e8b07aaeb,ontology-00000,fictional_ontology,0,temporal_shuffle,0,0.6795125382576923,22.669480686943153,0.02997477302817388,21.98996814868546
9cfce6afcc16c70e8b07aaeb,ontology-00000,fictional_ontology,0,temporal_shuffle,1,0.4100299292251281,22.669480686943153,0.018087310198565392,22.259450757718025
9cfce6afcc16c70e8b07aaeb,ontology-00000,fictional_ontology,0,temporal_shuffle,2,2.584312484633087,22.669480686943153,0.11399963326559849,20.085168202310065
9cfce6afcc16c70e8b07aaeb,ontology-00000,fictional_ontology,0,temporal_shuffle,3,1.3116868522615905,22.66948068694315,0.05786135423106881,21.35779383468156
9cfce6afcc16c70e8b07aaeb,ontology-00000,fictional_ontology,0,phase_randomized,0,17.656085258429734,22.669480686943153,0.7788482454562374,5.013395428513421
9cfce6afcc16c70e8b07aaeb,ontology-00000,fictional_ontology,0,phase_randomized,1,17.656085258429734,22.669480686943153,0.7788482454562374,5.013395428513421
9cfce6afcc16c70e8b07aaeb,ontology-00000,fictional_ontology,0,phase_randomized,2,17.656085258429734,22.669480686943153,0.7788482454562374,5.013395428513421
9cfce6afcc16c70e8b07aaeb,ontology-00000,fictional_ontology,0,phase_randomized,3,17.65608525842973,22.669480686943153,0.7788482454562372,5.013395428513421
9cfce6afcc16c70e8b07aaeb,ontology-00000,fictional_ontology,0,gaussian_random_walk,0,20.743290920736335,36.37577933250081,0.5702500757750844,15.632488411764477
9cfce6afcc16c70e8b07aaeb,ontology-00000,fictional_ontology,0,gaussian_random_walk,1,28.793878289069752,44.4689078544566,0.6475058569756189,15.675029565386847
9cfce6afcc16c70e8b07aaeb,ontology-00000,fictional_ontology,0,gaussian_random_walk,2,24.028178534583382,46.252262024275666,0.5195027763609077,22.224083489692283
9cfce6afcc16c70e8b07aaeb,ontology-00000,fictional_ontology,0,gaussian_random_walk,3,29.250999346394668,47.71480032316684,0.6130382847309644,18.46380097677217
9cfce6afcc16c70e8b07aaeb,ontology-00000,fictional_ontology,0,matched_linear_drift,0,2.604256806071307,17.278180870415888,0.15072517330400084,14.673924064344579
9cfce6afcc16c70e8b07aaeb,ontology-00000,fictional_ontology,0,matched_linear_drift,1,1.7165758310317933,15.28577640681518,0.11229889704957717,13.569200575783386
9cfce6afcc16c70e8b07aaeb,ontology-00000,fictional_ontology,0,matched_linear_drift,2,2.5899756374490392,15.868642946977275,0.16321342953540893,13.278667309528235
9cfce6afcc16c70e8b07aaeb,ontology-00000,fictional_ontology,0,matched_linear_drift,3,2.2963746029787124,16.341294777683636,0.1405258661703318,14.044920174704924
9cfce6afcc16c70e8b07aaeb,ontology-00000,fictional_ontology,0,polynomial_trend,0,6.289432348657081,8.378853890584029,0.7506315816922176,2.0894215419269493
9cfce6afcc16c70e8b07aaeb,ontology-00000,fictional_ontology,0,polynomial_trend,1,5.703569962585567,8.26094596152995,0.6904257683255985,2.557375998944384
9cfce6afcc16c70e8b07aaeb,ontology-00000,fictional_ontology,0,polynomial_trend,2,4.183256534139856,6.008777958771949,0.696190899853922,1.8255214246320932
9cfce6afcc16c70e8b07aaeb,ontology-00000,fictional_ontology,0,polynomial_trend,3,5.963148532469012,8.62996067672412,0.6909821209906818,2.6668121442551085
9cfce6afcc16c70e8b07aaeb,ontology-00000,fictional_ontology,0,matched_ar1,0,10.432595127589511,20.78079168638606,0.5020306870418285,10.348196558796548
9cfce6afcc16c70e8b07aaeb,ontology-00000,fictional_ontology,0,matched_ar1,1,8.815459002394103,18.190204602981556,0.48462670952855375,9.374745600587453
9cfce6afcc16c70e8b07aaeb,ontology-00000,fictional_ontology,0,matched_ar1,2,7.362392445901158,16.273788942683872,0.45240800847494295,8.911396496782716
9cfce6afcc16c70e8b07aaeb,ontology-00000,fictional_ontology,0,matched_ar1,3,6.825513848213009,16.07806472878034,0.4245233467679156,9.25255088056733
9cfce6afcc16c70e8b07aaeb,ontology-00000,fictional_ontology,0,randomized_boundary,0,17.656085258429737,22.66948068694316,0.7788482454562373,5.013395428513423
9cfce6afcc16c70e8b07aaeb,ontology-00000,fictional_ontology,0,randomized_boundary,1,17.656085258429737,22.66948068694316,0.7788482454562373,5.013395428513421
9cfce6afcc16c70e8b07aaeb,ontology-00000,fictional_ontology,0,randomized_boundary,2,17.656085258429734,22.669480686943153,0.7788482454562374,5.013395428513421
9cfce6afcc16c70e8b07aaeb,ontology-00000,fictional_ontology,0,randomized_boundary,3,17.656085258429737,22.66948068694316,0.7788482454562373,5.013395428513421
e9f3b658c2ec680cddc518e2,ontology-00000,fictional_ontology,1,observed,0,39.49029316604702,46.073862241735846,0.8571083743501511,6.583569075688831
e9f3b658c2ec680cddc518e2,ontology-00000,fictional_ontology,1,temporal_shuffle,0,4.080475415964813,46.07386224173584,0.08856378036110307,41.993386825771026
e9f3b658c2ec680cddc518e2,ontology-00000,fictional_ontology,1,temporal_shuffle,1,2.528135448219138,46.073862241735846,0.05487135927426191,43.54572679351671
e9f3b658c2ec680cddc518e2,ontology-00000,fictional_ontology,1,temporal_shuffle,2,4.558328213175124,46.073862241735846,0.09893523120026128,41.51553402856072
e9f3b658c2ec680cddc518e2,ontology-00000,fictional_ontology,1,temporal_shuffle,3,4.320115670462247,46.07386224173584,0.09376499950874286,41.753746571273595
e9f3b658c2ec680cddc518e2,ontology-00000,fictional_ontology,1,phase_randomized,0,39.49029316604701,46.07386224173584,0.8571083743501511,6.583569075688829
e9f3b658c2ec680cddc518e2,ontology-00000,fictional_ontology,1,phase_randomized,1,39.49029316604702,46.073862241735846,0.8571083743501511,6.58356907568883
e9f3b658c2ec680cddc518e2,ontology-00000,fictional_ontology,1,phase_randomized,2,39.49029316604701,46.07386224173584,0.8571083743501511,6.583569075688829
e9f3b658c2ec680cddc518e2,ontology-00000,fictional_ontology,1,phase_randomized,3,39.49029316604702,46.073862241735846,0.8571083743501511,6.583569075688828
e9f3b658c2ec680cddc518e2,ontology-00000,fictional_ontology,1,gaussian_random_walk,0,30.535260691631535,50.72871629036738,0.6019324541320933,20.193455598735845
e9f3b658c2ec680cddc518e2,ontology-00000,fictional_ontology,1,gaussian_random_walk,1,51.577717917066785,79.40933976821222,0.6495170224008523,27.831621851145442
e9f3b658c2ec680cddc518e2,ontology-00000,fictional_ontology,1,gaussian_random_walk,2,25.808813642096414,48.50684026705724,0.5320654468525363,22.698026624960832
e9f3b658c2ec680cddc518e2,ontology-00000,fictional_ontology,1,gaussian_random_walk,3,34.63503929953218,63.19984320284293,0.5480241333569351,28.564803903310743
e9f3b658c2ec680cddc518e2,ontology-00000,fictional_ontology,1,matched_linear_drift,0,3.727183749087456,31.03883132357285,0.12008131718080498,27.311647574485395
e9f3b658c2ec680cddc518e2,ontology-00000,fictional_ontology,1,matched_linear_drift,1,4.1831700567543795,32.5999278825932,0.12831838376513685,28.416757825838822
e9f3b658c2ec680cddc518e2,ontology-00000,fictional_ontology,1,matched_linear_drift,2,3.129360944378111,30.872488718081645,0.10136406471646978,27.743127773703534
e9f3b658c2ec680cddc518e2,ontology-00000,fictional_ontology,1,matched_linear_drift,3,2.73034828438691,32.01584000714558,0.08528116968905163,29.285491722758668
e9f3b658c2ec680cddc518e2,ontology-00000,fictional_ontology,1,polynomial_trend,0,12.342814850243254,17.612076741413915,0.700815413847235,5.269261891170662
e9f3b658c2ec680cddc518e2,ontology-00000,fictional_ontology,1,polynomial_trend,1,17.91346424293838,25.515618177567312,0.7020587985866417,7.60215393462893
e9f3b658c2ec680cddc518e2,ontology-00000,fictional_ontology,1,polynomial_trend,2,15.81612113473227,21.65028360852719,0.730527203278895,5.834162473794919
e9f3b658c2ec680cddc518e2,ontology-00000,fictional_ontology,1,polynomial_trend,3,19.128527694842035,29.137356795813307,0.6564949535021165,10.008829100971273
e9f3b658c2ec680cddc518e2,ontology-00000,fictional_ontology,1,matched_ar1,0,13.130979830228483,25.64558471888789,0.5120171746584339,12.514604888659406
e9f3b658c2ec680cddc518e2,ontology-00000,fictional_ontology,1,matched_ar1,1,9.951903372460631,25.96353695632739,0.38330306803732006,16.011633583866757
e9f3b658c2ec680cddc518e2,ontology-00000,fictional_ontology,1,matched_ar1,2,13.272162508867954,25.83451657678941,0.5137375986664332,12.56235406792146
e9f3b658c2ec680cddc518e2,ontology-00000,fictional_ontology,1,matched_ar1,3,18.396464937866504,34.6331286791987,0.5311811447435231,16.236663741332194
e9f3b658c2ec680cddc518e2,ontology-00000,fictional_ontology,1,randomized_boundary,0,39.49029316604702,46.073862241735846,0.8571083743501511,6.58356907568883
e9f3b658c2ec680cddc518e2,ontology-00000,fictional_ontology,1,randomized_boundary,1,39.490293166047024,46.07386224173585,0.8571083743501511,6.5835690756888265
e9f3b658c2ec680cddc518e2,ontology-00000,fictional_ontology,1,randomized_boundary,2,39.490293166047024,46.07386224173585,0.8571083743501511,6.583569075688825
e9f3b658c2ec680cddc518e2,ontology-00000,fictional_ontology,1,randomized_boundary,3,39.490293166047024,46.07386224173585,0.8571083743501511,6.583569075688825
182abc451f6c6fad92751644,ontology-00000,fictional_ontology,2,observed,0,68.4471697112138,77.38511196769207,0.8845004933221545,8.937942256478268
182abc451f6c6fad92751644,ontology-00000,fictional_ontology,2,temporal_shuffle,0,4.4170013688785446,77.38511196769205,0.05707818024121517,72.96811059881351
182abc451f6c6fad92751644,ontology-00000,fictional_ontology,2,temporal_shuffle,1,3.1418704243167745,77.38511196769207,0.040600450712386264,74.24324154337529
182abc451f6c6fad92751644,ontology-00000,fictional_ontology,2,temporal_shuffle,2,6.319361692602087,77.38511196769207,0.08166120758784184,71.06575027508998
