variant_id,problem_id,family,condition,layer,token_count_proxy,sentence_count_proxy,structural_progress,remaining_distance,operation,termination_allowed,confidence,eos_logit,coordinate_1,coordinate_2,radius,raw_angle,phase_reliable,manifold_distance,request_id,operation_planning,operation_calculation,operation_uncertainty,operation_backtracking,operation_checking,operation_consolidation,operation_final_emission
4846b25eede3a020cad44545,iterative-00000,iterative_state_machine,redundant_valid,2,42,6,0.0,6,checking,0,0.55,-0.9088235294117641,-1.4438339946135188,-0.31256316091651765,1.4772786919074394,-2.928401006475781,True,1.4135532264362995,c091705668d8b06b730d4f39,0,0,0,0,1,0,0
4846b25eede3a020cad44545,iterative-00000,iterative_state_machine,redundant_valid,3,42,6,0.0,6,checking,0,0.55,-0.9088235294117641,1.212787881704318,0.9121807858433174,1.5175401912537867,0.6448664105544446,True,0.2729502225131416,c091705668d8b06b730d4f39,0,0,0,0,1,0,0
ce6de8521299b419d479e1ce,iterative-00000,iterative_state_machine,repeated_summary,0,40,6,0.0,6,checking,0,0.55,-0.920588235294117,-0.9128354470939579,-0.8776654997114641,1.266319581643986,-2.3758344827332416,True,0.6727303668135055,2affcc5618289cff1fd6bf3f,0,0,0,0,1,0,0
ce6de8521299b419d479e1ce,iterative-00000,iterative_state_machine,repeated_summary,1,40,6,0.0,6,checking,0,0.55,-0.920588235294117,-1.499476682706002,0.03293827777816749,1.4998384086700767,3.1196296702283157,True,1.1749428900883339,2affcc5618289cff1fd6bf3f,0,0,0,0,1,0,0
ce6de8521299b419d479e1ce,iterative-00000,iterative_state_machine,repeated_summary,2,40,6,0.0,6,checking,0,0.55,-0.920588235294117,-1.5799438928412781,-0.21301022243885298,1.5942383947797463,-3.0075793486770674,True,1.3214752976433617,2affcc5618289cff1fd6bf3f,0,0,0,0,1,0,0
ce6de8521299b419d479e1ce,iterative-00000,iterative_state_machine,repeated_summary,3,40,6,0.0,6,checking,0,0.55,-0.920588235294117,1.166532784269891,0.928368059863342,1.4908608222603776,0.6721963749842665,True,0.2512697145917051,2affcc5618289cff1fd6bf3f,0,0,0,0,1,0,0
7a70c2e8b7f9ea7fbabc0a99,iterative-00000,iterative_state_machine,confirmation,0,40,6,0.0,6,checking,0,0.55,-0.920588235294117,-1.1600532421308283,-1.1213885372642165,1.6134546092424868,-2.3731403549211003,True,0.6399209230876924,ece90967315b4d9574378bb0,0,0,0,0,1,0,0
7a70c2e8b7f9ea7fbabc0a99,iterative-00000,iterative_state_machine,confirmation,1,40,6,0.0,6,checking,0,0.55,-0.920588235294117,-1.6057193178953537,-0.08904618504628482,1.608186478905235,-3.0861937616049624,True,1.2099255833698601,ece90967315b4d9574378bb0,0,0,0,0,1,0,0
7a70c2e8b7f9ea7fbabc0a99,iterative-00000,iterative_state_machine,confirmation,2,40,6,0.0,6,checking,0,0.55,-0.920588235294117,-1.4247547226859338,-0.16484910403903397,1.4342598254564423,-3.026401367501591,True,1.4156570592151305,ece90967315b4d9574378bb0,0,0,0,0,1,0,0
7a70c2e8b7f9ea7fbabc0a99,iterative-00000,iterative_state_machine,confirmation,3,40,6,0.0,6,checking,0,0.55,-0.920588235294117,1.2003719029727167,0.8829156973828041,1.4901116851200464,0.6341791329989079,True,0.3243348358899391,ece90967315b4d9574378bb0,0,0,0,0,1,0,0
ff8be60532808a0604ce612b,iterative-00000,iterative_state_machine,plausible_digression,0,52,6,0.0,6,planning,0,0.55,-0.8499999999999994,-1.1600021212832976,-1.1194965968839654,1.6121034556803513,-2.3739621079647297,True,0.6867060840666828,5f5e2e537da9b197405fb848,1,0,0,0,0,0,0
ff8be60532808a0604ce612b,iterative-00000,iterative_state_machine,plausible_digression,1,52,6,0.0,6,planning,0,0.55,-0.8499999999999994,-1.6779733482026238,0.08328371757140968,1.6800389087431393,3.091999834284087,True,0.9879241217420764,5f5e2e537da9b197405fb848,1,0,0,0,0,0,0
ff8be60532808a0604ce612b,iterative-00000,iterative_state_machine,plausible_digression,2,52,6,0.0,6,planning,0,0.55,-0.8499999999999994,-1.5904332761996103,-0.18279237543040489,1.6009032008708446,-3.0271623065449793,True,1.32912184620298,5f5e2e537da9b197405fb848,1,0,0,0,0,0,0
ff8be60532808a0604ce612b,iterative-00000,iterative_state_machine,plausible_digression,3,52,6,0.0,6,planning,0,0.55,-0.8499999999999994,1.1405895968731439,1.0069078259674333,1.5214493085507987,0.7232283583785863,True,0.4321424927606911,5f5e2e537da9b197405fb848,1,0,0,0,0,0,0
27292c2ca7efe6ef0d2e5061,iterative-00000,iterative_state_machine,concise,0,33,5,0.16666666666666663,5,calculation,0,0.6083333333333334,-0.5534313725490192,-1.708695538869528,0.05677202079763466,1.709638414080028,3.108379513706377,True,0.5142695199475601,9acf7d6fb846971d37ead189,0,1,0,0,0,0,0
27292c2ca7efe6ef0d2e5061,iterative-00000,iterative_state_machine,concise,1,33,5,0.16666666666666663,5,calculation,0,0.6083333333333334,-0.5534313725490192,-1.159499786703482,0.9925346418417865,1.5262911814661786,2.43362417133905,True,1.005544184277649,9acf7d6fb846971d37ead189,0,1,0,0,0,0,0
27292c2ca7efe6ef0d2e5061,iterative-00000,iterative_state_machine,concise,2,33,5,0.16666666666666663,5,calculation,0,0.6083333333333334,-0.5534313725490192,-1.4075100157601577,0.7403554327723741,1.5903492104882904,2.65735917119255,True,1.29858258651498,9acf7d6fb846971d37ead189,0,1,0,0,0,0,0
27292c2ca7efe6ef0d2e5061,iterative-00000,iterative_state_machine,concise,3,33,5,0.16666666666666663,5,calculation,0,0.6083333333333334,-0.5534313725490192,0.27297928280320555,1.5863011228093777,1.6096176381569771,1.4003800337997765,True,0.4293086809690853,9acf7d6fb846971d37ead189,0,1,0,0,0,0,0
5ea313b3f6c269e30020e2e3,iterative-00000,iterative_state_machine,verbose_paraphrase,0,53,7,0.16666666666666663,5,checking,0,0.6083333333333334,-0.43578431372548976,-1.658981190584753,0.2297934656615869,1.6748204762226808,3.003953647306419,True,0.5458259687856668,544df81214afed42324a4053,0,0,0,0,1,0,0
5ea313b3f6c269e30020e2e3,iterative-00000,iterative_state_machine,verbose_paraphrase,1,53,7,0.16666666666666663,5,checking,0,0.6083333333333334,-0.43578431372548976,-1.0768947085060032,1.2609591939701421,1.6582280609331335,2.2776243240605343,True,0.9441318476488173,544df81214afed42324a4053,0,0,0,0,1,0,0
5ea313b3f6c269e30020e2e3,iterative-00000,iterative_state_machine,verbose_paraphrase,2,53,7,0.16666666666666663,5,checking,0,0.6083333333333334,-0.43578431372548976,-1.4822699831346298,0.902371933188776,1.7353384133098604,2.594744429614185,True,1.339063312730823,544df81214afed42324a4053,0,0,0,0,1,0,0
5ea313b3f6c269e30020e2e3,iterative-00000,iterative_state_machine,verbose_paraphrase,3,53,7,0.16666666666666663,5,checking,0,0.6083333333333334,-0.43578431372548976,0.05848420499349237,1.600850725613376,1.6019186770652851,1.5342793638199825,True,0.3361704256656704,544df81214afed42324a4053,0,0,0,0,1,0,0
a7d7c9f645a45cee61acad97,iterative-00000,iterative_state_machine,redundant_valid,0,49,7,0.16666666666666663,5,checking,0,0.6083333333333334,-0.45931372549019567,-1.3851405800107839,0.20702871211569926,1.4005267987557024,2.9932269098344575,True,0.5691237462320419,09984cea2ef72df8e089cb3d,0,0,0,0,1,0,0
a7d7c9f645a45cee61acad97,iterative-00000,iterative_state_machine,redundant_valid,1,49,7,0.16666666666666663,5,checking,0,0.6083333333333334,-0.45931372549019567,-0.9904515573289127,1.2107445154904077,1.5642559155091504,2.256447865003652,True,1.0038589488894183,09984cea2ef72df8e089cb3d,0,0,0,0,1,0,0
a7d7c9f645a45cee61acad97,iterative-00000,iterative_state_machine,redundant_valid,2,49,7,0.16666666666666663,5,checking,0,0.6083333333333334,-0.45931372549019567,-1.2047199302189107,0.948640637421055,1.5333848731591435,2.474559369237437,True,1.417746423764574,09984cea2ef72df8e089cb3d,0,0,0,0,1,0,0
a7d7c9f645a45cee61acad97,iterative-00000,iterative_state_machine,redundant_valid,3,49,7,0.16666666666666663,5,checking,0,0.6083333333333334,-0.45931372549019567,0.16274322034961092,1.5519463009495333,1.5604559195314367,1.4663142368028395,True,0.3501183040049435,09984cea2ef72df8e089cb3d,0,0,0,0,1,0,0
3c600091f4d534cd47cc550b,iterative-00000,iterative_state_machine,repeated_summary,0,47,7,0.16666666666666663,5,checking,0,0.6083333333333334,-0.4710784313725486,-1.5707548379700995,0.1790630918985816,1.5809283196548645,3.028084546185918,True,0.5360130101030602,b79cac133d730cf295b5cb3a,0,0,0,0,1,0,0
3c600091f4d534cd47cc550b,iterative-00000,iterative_state_machine,repeated_summary,1,47,7,0.16666666666666663,5,checking,0,0.6083333333333334,-0.4710784313725486,-0.9283232657566698,1.1830314662411252,1.5037777548101166,2.2361373275236778,True,1.0275565937485769,b79cac133d730cf295b5cb3a,0,0,0,0,1,0,0
3c600091f4d534cd47cc550b,iterative-00000,iterative_state_machine,repeated_summary,2,47,7,0.16666666666666663,5,checking,0,0.6083333333333334,-0.4710784313725486,-1.2549977297461548,0.7938735758732168,1.485009951528181,2.577568445996332,True,1.2266304172950286,b79cac133d730cf295b5cb3a,0,0,0,0,1,0,0
3c600091f4d534cd47cc550b,iterative-00000,iterative_state_machine,repeated_summary,3,47,7,0.16666666666666663,5,checking,0,0.6083333333333334,-0.4710784313725486,0.11572139451998407,1.5315012613368886,1.5358670367665719,1.495378882162553,True,0.28870815856435544,b79cac133d730cf295b5cb3a,0,0,0,0,1,0,0
13121f27a38285f06a790747,iterative-00000,iterative_state_machine,confirmation,0,47,7,0.16666666666666663,5,checking,0,0.6083333333333334,-0.4710784313725486,-1.6182104764263128,0.1570096151277645,1.6258096952775385,3.0448687253326696,True,0.5902860867918927,aa7659d144d06d95ad9e2509,0,0,0,0,1,0,0
13121f27a38285f06a790747,iterative-00000,iterative_state_machine,confirmation,1,47,7,0.16666666666666663,5,checking,0,0.6083333333333334,-0.4710784313725486,-1.3325472577342723,1.1962464171376614,1.790722671049267,2.4100419351479254,True,0.989018970315213,aa7659d144d06d95ad9e2509,0,0,0,0,1,0,0
13121f27a38285f06a790747,iterative-00000,iterative_state_machine,confirmation,2,47,7,0.16666666666666663,5,checking,0,0.6083333333333334,-0.4710784313725486,-1.254943202053822,0.8173256675268187,1.4976326943477363,2.5643146330083004,True,1.3081716217932846,aa7659d144d06d95ad9e2509,0,0,0,0,1,0,0
13121f27a38285f06a790747,iterative-00000,iterative_state_machine,confirmation,3,47,7,0.16666666666666663,5,checking,0,0.6083333333333334,-0.4710784313725486,0.14945714621454653,1.5888909834258986,1.5959047577367254,1.4770084746422734,True,0.44529279196407046,aa7659d144d06d95ad9e2509,0,0,0,0,1,0,0
e2e329c4625ba5d736c8a25a,iterative-00000,iterative_state_machine,plausible_digression,0,59,7,0.16666666666666663,5,planning,0,0.6083333333333334,-0.40049019607843095,-1.6051719881383695,-0.024162896682149763,1.605353841705983,-3.1265406392100847,True,0.5656229097023657,bd6663c9d12014088df87858,1,0,0,0,0,0,0
e2e329c4625ba5d736c8a25a,iterative-00000,iterative_state_machine,plausible_digression,1,59,7,0.16666666666666663,5,planning,0,0.6083333333333334,-0.40049019607843095,-0.953529106417931,1.2566945100993867,1.5774976540394967,2.219880090368482,True,0.937965877886347,bd6663c9d12014088df87858,1,0,0,0,0,0,0
e2e329c4625ba5d736c8a25a,iterative-00000,iterative_state_machine,plausible_digression,2,59,7,0.16666666666666663,5,planning,0,0.6083333333333334,-0.40049019607843095,-1.179677316700963,1.0151585053168108,1.5563371622035649,2.4310118060338737,True,1.3935480429958826,bd6663c9d12014088df87858,1,0,0,0,0,0,0
e2e329c4625ba5d736c8a25a,iterative-00000,iterative_state_machine,plausible_digression,3,59,7,0.16666666666666663,5,planning,0,0.6083333333333334,-0.40049019607843095,0.004468824017589364,1.4465351600744991,1.4465420628933874,1.5677070069330243,True,0.35005349121860924,bd6663c9d12014088df87858,1,0,0,0,0,0,0
52e070e8d7539e15ec0c1b0e,iterative-00000,iterative_state_machine,concise,0,40,6,0.33333333333333337,4,calculation,0,0.6666666666666667,-0.10392156862745067,-1.0739446632013836,0.9220886322308175,1.4154874020308457,2.4321271230240393,True,0.6839060039951171,cb7d99cd23f60d8d81428d9b,0,1,0,0,0,0,0
52e070e8d7539e15ec0c1b0e,iterative-00000,iterative_state_machine,concise,1,40,6,0.33333333333333337,4,calculation,0,0.6666666666666667,-0.10392156862745067,0.0657228672704169,1.5110135768657327,1.5124422384854306,1.5273278441740983,True,0.8696749154218947,cb7d99cd23f60d8d81428d9b,0,1,0,0,0,0,0
52e070e8d7539e15ec0c1b0e,iterative-00000,iterative_state_machine,concise,2,40,6,0.33333333333333337,4,calculation,0,0.6666666666666667,-0.10392156862745067,-0.32833189568227883,1.3441612343248621,1.3836803307065024,1.8103703489776568,True,1.3561731368081396,cb7d99cd23f60d8d81428d9b,0,1,0,0,0,0,0
52e070e8d7539e15ec0c1b0e,iterative-00000,iterative_state_machine,concise,3,40,6,0.33333333333333337,4,calculation,0,0.6666666666666667,-0.10392156862745067,-0.8772966295952901,1.3079812745527661,1.574949012152436,2.1616037544865954,True,0.3581738417893139,cb7d99cd23f60d8d81428d9b,0,1,0,0,0,0,0
93d69fd838bd26de2c20ab7c,iterative-00000,iterative_state_machine,verbose_paraphrase,0,60,8,0.33333333333333337,4,checking,0,0.6666666666666667,0.013725490196078716,-0.910794826713426,1.4454956529100185,1.7085095548312572,2.133048719987588,True,0.5782813593700091,7e8b740a922fbd33076d9865,0,0,0,0,1,0,0
93d69fd838bd26de2c20ab7c,iterative-00000,iterative_state_machine,verbose_paraphrase,1,60,8,0.33333333333333337,4,checking,0,0.6666666666666667,0.013725490196078716,0.18357310340189884,1.465922163471455,1.477371609869851,1.446217784705121,True,0.8371341711481877,7e8b740a922fbd33076d9865,0,0,0,0,1,0,0
93d69fd838bd26de2c20ab7c,iterative-00000,iterative_state_machine,verbose_paraphrase,2,60,8,0.33333333333333337,4,checking,0,0.6666666666666667,0.013725490196078716,-0.1499863471792127,1.6313070726830317,1.6381876173765462,1.6624809938468121,True,1.528460016201535,7e8b740a922fbd33076d9865,0,0,0,0,1,0,0
93d69fd838bd26de2c20ab7c,iterative-00000,iterative_state_machine,verbose_paraphrase,3,60,8,0.33333333333333337,4,checking,0,0.6666666666666667,0.013725490196078716,-1.0486549546349562,1.0773265494643882,1.503432641677467,2.3427090216210393,True,0.2978985116603037,7e8b740a922fbd33076d9865,0,0,0,0,1,0,0
0061086b099c89495e59f33b,iterative-00000,iterative_state_machine,redundant_valid,0,56,8,0.33333333333333337,4,checking,0,0.6666666666666667,-0.009803921568627139,-0.8985447548863541,1.352512427442736,1.623783403943032,2.1571949711992326,True,0.63135166609717,5b257d596720f399096edde7,0,0,0,0,1,0,0
0061086b099c89495e59f33b,iterative-00000,iterative_state_machine,redundant_valid,1,56,8,0.33333333333333337,4,checking,0,0.6666666666666667,-0.009803921568627139,0.019966362127489336,1.3823079280032928,1.3824521197630544,1.5563531095257321,True,0.9113572724697984,5b257d596720f399096edde7,0,0,0,0,1,0,0
0061086b099c89495e59f33b,iterative-00000,iterative_state_machine,redundant_valid,2,56,8,0.33333333333333337,4,checking,0,0.6666666666666667,-0.009803921568627139,-0.20502989009274775,1.5481553985168819,1.5616729471270254,1.7024650690075398,True,1.4159128148467712,5b257d596720f399096edde7,0,0,0,0,1,0,0
0061086b099c89495e59f33b,iterative-00000,iterative_state_machine,redundant_valid,3,56,8,0.33333333333333337,4,checking,0,0.6666666666666667,-0.009803921568627139,-1.0200486104809399,1.0660803890608064,1.4754750298409447,2.334132426951138,True,0.4216720249313479,5b257d596720f399096edde7,0,0,0,0,1,0,0
49d6117699d4d22b74ff480e,iterative-00000,iterative_state_machine,repeated_summary,0,54,8,0.33333333333333337,4,checking,0,0.6666666666666667,-0.021568627450980093,-0.9854973070937405,1.1398763314377973,1.5068254687458351,2.283685649493377,True,0.5560787201253498,3f9deef9e24ca1fdf4aa0ec2,0,0,0,0,1,0,0
49d6117699d4d22b74ff480e,iterative-00000,iterative_state_machine,repeated_summary,1,54,8,0.33333333333333337,4,checking,0,0.6666666666666667,-0.021568627450980093,0.24285100225596593,1.378231425043231,1.3994636366384883,1.3963818937875005,True,0.9092075136472325,3f9deef9e24ca1fdf4aa0ec2,0,0,0,0,1,0,0
49d6117699d4d22b74ff480e,iterative-00000,iterative_state_machine,repeated_summary,2,54,8,0.33333333333333337,4,checking,0,0.6666666666666667,-0.021568627450980093,-0.2407805535807797,1.4417253714048721,1.4616933062497013,1.7362776895987984,True,1.460810405106771,3f9deef9e24ca1fdf4aa0ec2,0,0,0,0,1,0,0
49d6117699d4d22b74ff480e,iterative-00000,iterative_state_machine,repeated_summary,3,54,8,0.33333333333333337,4,checking,0,0.6666666666666667,-0.021568627450980093,-0.9669067506934037,1.133151698892807,1.489611169815845,2.2771971733052476,True,0.3316994157837699,3f9deef9e24ca1fdf4aa0ec2,0,0,0,0,1,0,0
a0ac7167d86aa2ac369cf364,iterative-00000,iterative_state_machine,confirmation,0,54,8,0.33333333333333337,4,checking,0,0.6666666666666667,-0.021568627450980093,-0.8647388021368175,1.1021460527322169,1.4008922576251983,2.2360734292755065,True,0.6410850190405593,67667c826c6577f217745043,0,0,0,0,1,0,0
a0ac7167d86aa2ac369cf364,iterative-00000,iterative_state_machine,confirmation,1,54,8,0.33333333333333337,4,checking,0,0.6666666666666667,-0.021568627450980093,-0.028261641124083255,1.3710722159448128,1.3713634608282539,1.5914062108999034,True,0.8013478707986416,67667c826c6577f217745043,0,0,0,0,1,0,0
a0ac7167d86aa2ac369cf364,iterative-00000,iterative_state_machine,confirmation,2,54,8,0.33333333333333337,4,checking,0,0.6666666666666667,-0.021568627450980093,-0.2711520095470739,1.4906620061905638,1.5151226448645974,1.7507294089707284,True,1.395764526305466,67667c826c6577f217745043,0,0,0,0,1,0,0
a0ac7167d86aa2ac369cf364,iterative-00000,iterative_state_machine,confirmation,3,54,8,0.33333333333333337,4,checking,0,0.6666666666666667,-0.021568627450980093,-1.0489562423626049,1.1068222068391973,1.5249146192308167,2.329358674622263,True,0.39043084242631526,67667c826c6577f217745043,0,0,0,0,1,0,0
b43dfb2a2e630b89481026d2,iterative-00000,iterative_state_machine,plausible_digression,0,66,8,0.33333333333333337,4,planning,0,0.6666666666666667,0.049019607843137525,-1.064745690761907,1.2649175527243048,1.6533903958793563,2.2704819198960773,True,0.6440475792747485,9a821b485a488f5f5d853b3e,1,0,0,0,0,0,0
b43dfb2a2e630b89481026d2,iterative-00000,iterative_state_machine,plausible_digression,1,66,8,0.33333333333333337,4,planning,0,0.6666666666666667,0.049019607843137525,0.17799409472707323,1.466357774348597,1.4771211934537671,1.4500021139286654,True,0.9788618577321222,9a821b485a488f5f5d853b3e,1,0,0,0,0,0,0
b43dfb2a2e630b89481026d2,iterative-00000,iterative_state_machine,plausible_digression,2,66,8,0.33333333333333337,4,planning,0,0.6666666666666667,0.049019607843137525,0.04321938681853604,1.4530916711113833,1.4537342673440157,1.5410620369561072,True,1.4116308325416191,9a821b485a488f5f5d853b3e,1,0,0,0,0,0,0
b43dfb2a2e630b89481026d2,iterative-00000,iterative_state_machine,plausible_digression,3,66,8,0.33333333333333337,4,planning,0,0.6666666666666667,0.049019607843137525,-1.0924848376020033,1.0147428488433892,1.4910486811868595,2.3930707834521345,True,0.27494851967315354,9a821b485a488f5f5d853b3e,1,0,0,0,0,0,0
4d22a7e9692061f6b3535a60,iterative-00000,iterative_state_machine,concise,0,47,7,0.5,3,calculation,0,0.7250000000000001,0.3455882352941187,-0.13365674283524426,1.6653610185397394,1.6707158486639924,1.6508815915468384,True,0.5955577767781839,6a5393fea876e20827ea91f4,0,1,0,0,0,0,0
4d22a7e9692061f6b3535a60,iterative-00000,iterative_state_machine,concise,1,47,7,0.5,3,calculation,0,0.7250000000000001,0.3455882352941187,0.8598086052768136,1.0239264754164803,1.3370475925586476,0.8723023706789932,True,1.0996967475979709,6a5393fea876e20827ea91f4,0,1,0,0,0,0,0
4d22a7e9692061f6b3535a60,iterative-00000,iterative_state_machine,concise,2,47,7,0.5,3,calculation,0,0.7250000000000001,0.3455882352941187,0.5174390614430366,1.335142549881629,1.431903911165644,1.2010655929403653,True,1.41808073236699,6a5393fea876e20827ea91f4,0,1,0,0,0,0,0
4d22a7e9692061f6b3535a60,iterative-00000,iterative_state_machine,concise,3,47,7,0.5,3,calculation,0,0.7250000000000001,0.3455882352941187,-1.3656628377619362,0.4157041049511954,1.427531046708708,2.8461065209431213,True,0.2653565054978731,6a5393fea876e20827ea91f4,0,1,0,0,0,0,0
d729b71d859f202711df5b0a,iterative-00000,iterative_state_machine,verbose_paraphrase,0,67,9,0.5,3,checking,0,0.7250000000000001,0.4632352941176482,0.08004979042554412,1.359259862974383,1.3616149764306766,1.5119720802955046,True,0.5861847228766767,924db3d8b80556ca143d6327,0,0,0,0,1,0,0
d729b71d859f202711df5b0a,iterative-00000,iterative_state_machine,verbose_paraphrase,1,67,9,0.5,3,checking,0,0.7250000000000001,0.4632352941176482,1.0763569389637695,0.8302577325403734,1.35936461720119,0.6570313887489914,True,0.9894831218738344,924db3d8b80556ca143d6327,0,0,0,0,1,0,0
d729b71d859f202711df5b0a,iterative-00000,iterative_state_machine,verbose_paraphrase,2,67,9,0.5,3,checking,0,0.7250000000000001,0.4632352941176482,0.7776542221438025,1.2866358541280918,1.5033888087737006,1.0271412584078157,True,1.4233589414809764,924db3d8b80556ca143d6327,0,0,0,0,1,0,0
d729b71d859f202711df5b0a,iterative-00000,iterative_state_machine,verbose_paraphrase,3,67,9,0.5,3,checking,0,0.7250000000000001,0.4632352941176482,-1.4228625224423914,0.15081662800791815,1.4308331185203969,3.035991729328682,True,0.37551690618935496,924db3d8b80556ca143d6327,0,0,0,0,1,0,0
dee794b1a4bec150d6bc23b6,iterative-00000,iterative_state_machine,redundant_valid,0,63,9,0.5,3,checking,0,0.7250000000000001,0.4397058823529422,-0.22513696327274646,1.400028222045449,1.418014694830563,1.7302401739214812,True,0.6038995362059381,76afedb1d1e2bc894a6a13ed,0,0,0,0,1,0,0
dee794b1a4bec150d6bc23b6,iterative-00000,iterative_state_machine,redundant_valid,1,63,9,0.5,3,checking,0,0.7250000000000001,0.4397058823529422,0.8804572528112455,0.9915789942530128,1.326059529535436,0.8446873495776938,True,0.9177106282023643,76afedb1d1e2bc894a6a13ed,0,0,0,0,1,0,0
dee794b1a4bec150d6bc23b6,iterative-00000,iterative_state_machine,redundant_valid,2,63,9,0.5,3,checking,0,0.7250000000000001,0.4397058823529422,0.9437542513943408,0.9810346672377058,1.3612865625382073,0.8047643155606287,True,1.401642368230456,76afedb1d1e2bc894a6a13ed,0,0,0,0,1,0,0
dee794b1a4bec150d6bc23b6,iterative-00000,iterative_state_machine,redundant_valid,3,63,9,0.5,3,checking,0,0.7250000000000001,0.4397058823529422,-1.4658223077921353,0.23973121556961938,1.4852966349317394,2.979480605630486,True,0.3625915768582944,76afedb1d1e2bc894a6a13ed,0,0,0,0,1,0,0
4d25efdd6a77ea1d2da6de67,iterative-00000,iterative_state_machine,repeated_summary,0,61,9,0.5,3,checking,0,0.7250000000000001,0.42794117647058927,-0.1325553404050844,1.414622158447775,1.4208190488029604,1.6642272181913413,True,0.6587760639400388,ce39b7446fc07f7586ea739e,0,0,0,0,1,0,0
4d25efdd6a77ea1d2da6de67,iterative-00000,iterative_state_machine,repeated_summary,1,61,9,0.5,3,checking,0,0.7250000000000001,0.42794117647058927,1.1848222378865976,0.9617253865045234,1.5260142379538535,0.6818371173074869,True,0.855849218349594,ce39b7446fc07f7586ea739e,0,0,0,0,1,0,0
4d25efdd6a77ea1d2da6de67,iterative-00000,iterative_state_machine,repeated_summary,2,61,9,0.5,3,checking,0,0.7250000000000001,0.42794117647058927,0.8085550605892358,1.2730643840985674,1.5081293751083584,1.0049491971551823,True,1.3628314448309178,ce39b7446fc07f7586ea739e,0,0,0,0,1,0,0
4d25efdd6a77ea1d2da6de67,iterative-00000,iterative_state_machine,repeated_summary,3,61,9,0.5,3,checking,0,0.7250000000000001,0.42794117647058927,-1.4873964239536088,0.23200704330344302,1.5053821408972503,2.9868575521855982,True,0.37564859541389384,ce39b7446fc07f7586ea739e,0,0,0,0,1,0,0
