request_id,problem_id,layer,endpoint_distance,method,e_k,e_total_non_dc,concentration,residual_energy
e9f3b658c2ec680cddc518e2,ontology-00000,1,0.9687279109957211,nonperiodic_dct_k1,17.614075884239078,46.07386224173584,0.3823008323422783,28.45978635749676
e9f3b658c2ec680cddc518e2,ontology-00000,1,0.9687279109957211,reflected_boundary,36.20700784868319,89.18245445088152,0.40598801716793637,52.97544660219834
182abc451f6c6fad92751644,ontology-00000,2,1.344071729159339,raw_centered,68.4471697112138,77.38511196769207,0.8845004933221545,8.93794225647827
182abc451f6c6fad92751644,ontology-00000,2,1.344071729159339,linear_detrend,36.976700623605836,50.5911343656921,0.7308928943226313,13.61443374208626
182abc451f6c6fad92751644,ontology-00000,2,1.344071729159339,quadratic_detrend,3.89683497053067,20.411351290973855,0.19091509008783253,16.514516320443185
182abc451f6c6fad92751644,ontology-00000,2,1.344071729159339,hann_window,44.69632875049026,66.7124445469094,0.6699848739474937,22.016115796419136
182abc451f6c6fad92751644,ontology-00000,2,1.344071729159339,sine_window,56.10784294940804,72.21151903968016,0.7769929741898496,16.103676090272124
182abc451f6c6fad92751644,ontology-00000,2,1.344071729159339,nonperiodic_dct_k1,30.109887141336863,77.38511196769205,0.38909147219309587,47.2752248263552
182abc451f6c6fad92751644,ontology-00000,2,1.344071729159339,reflected_boundary,61.300802639524065,148.82621374336566,0.4118951970734841,87.52541110384158
baa6f66d049263e44a86098f,ontology-00000,3,1.2355208315777864,raw_centered,106.25178900071204,118.69889003563058,0.8951371741455861,12.447101034918544
baa6f66d049263e44a86098f,ontology-00000,3,1.2355208315777864,linear_detrend,59.76268691108708,80.62918092618872,0.7412041921372897,20.866494015101644
baa6f66d049263e44a86098f,ontology-00000,3,1.2355208315777864,quadratic_detrend,6.501187968176575,31.945085668923724,0.20351136433172726,25.44389770074715
baa6f66d049263e44a86098f,ontology-00000,3,1.2355208315777864,hann_window,69.24536628319339,102.36980219037451,0.6764237578032978,33.12443590718112
baa6f66d049263e44a86098f,ontology-00000,3,1.2355208315777864,sine_window,86.97785808239705,111.234970695986,0.781929078042502,24.257112613588937
baa6f66d049263e44a86098f,ontology-00000,3,1.2355208315777864,nonperiodic_dct_k1,43.24857649324818,118.69889003563055,0.3643553573269809,75.45031354238239
baa6f66d049263e44a86098f,ontology-00000,3,1.2355208315777864,reflected_boundary,89.35503076617299,229.26783699880565,0.3897408024425095,139.91280623263268
8d9ab915c884decc2b09a822,dependency-00000,0,0.7850544276957571,raw_centered,18.062261357036217,22.40862520271923,0.8060405845354764,4.34636384568301
8d9ab915c884decc2b09a822,dependency-00000,0,0.7850544276957571,linear_detrend,9.425050127591145,14.899734709146907,0.6325649625026634,5.474684581555762
8d9ab915c884decc2b09a822,dependency-00000,0,0.7850544276957571,quadratic_detrend,1.118452193890616,7.179839127129498,0.1557767763437025,6.061386933238882
8d9ab915c884decc2b09a822,dependency-00000,0,0.7850544276957571,hann_window,11.39357008859664,18.32010117526241,0.6219163300244953,6.9265310866657686
8d9ab915c884decc2b09a822,dependency-00000,0,0.7850544276957571,sine_window,14.560210488685758,20.135439651290923,0.7231136116639139,5.575229162605167
8d9ab915c884decc2b09a822,dependency-00000,0,0.7850544276957571,nonperiodic_dct_k1,8.408697478606996,22.40862520271922,0.37524379128741125,13.999927724112226
8d9ab915c884decc2b09a822,dependency-00000,0,0.7850544276957571,reflected_boundary,17.230504982019724,43.14154325103202,0.3993947291537268,25.91103826901229
5aed7efb5e48668e7f3f59fd,dependency-00000,1,1.1136441677856417,raw_centered,41.51488654044509,47.833464593764575,0.8679046540537824,6.318578053319483
5aed7efb5e48668e7f3f59fd,dependency-00000,1,1.1136441677856417,linear_detrend,21.5119992917299,31.187974938269452,0.6897530004531789,9.675975646539552
5aed7efb5e48668e7f3f59fd,dependency-00000,1,1.1136441677856417,quadratic_detrend,2.615546408396074,13.562723916210537,0.19284816417076084,10.947177507814462
5aed7efb5e48668e7f3f59fd,dependency-00000,1,1.1136441677856417,hann_window,26.446909707975763,39.85505413128486,0.6635773124497111,13.408144423309096
5aed7efb5e48668e7f3f59fd,dependency-00000,1,1.1136441677856417,sine_window,33.80143172491189,43.90737759982011,0.769834901846891,10.105945874908214
5aed7efb5e48668e7f3f59fd,dependency-00000,1,1.1136441677856417,nonperiodic_dct_k1,18.833092054015452,47.83346459376456,0.3937220984087045,29.000372539749108
5aed7efb5e48668e7f3f59fd,dependency-00000,1,1.1136441677856417,reflected_boundary,38.278113350717334,92.13479170828205,0.41545775098633553,53.856678357564725
144f25d35e4429b219365473,dependency-00000,2,1.2306530229619117,raw_centered,72.82350593871479,80.65462170544957,0.9029055545591176,7.831115766734779
144f25d35e4429b219365473,dependency-00000,2,1.2306530229619117,linear_detrend,38.88758329748585,53.41479292554601,0.7280302172413287,14.527209628060165
144f25d35e4429b219365473,dependency-00000,2,1.2306530229619117,quadratic_detrend,4.8648770429546335,21.880222142197916,0.22234130034595462,17.015345099243284
144f25d35e4429b219365473,dependency-00000,2,1.2306530229619117,hann_window,47.2365692216722,68.06195681426905,0.6940230847398902,20.825387592596854
144f25d35e4429b219365473,dependency-00000,2,1.2306530229619117,sine_window,59.8341053679318,74.6941876042753,0.8010543696509399,14.860082236343494
144f25d35e4429b219365473,dependency-00000,2,1.2306530229619117,nonperiodic_dct_k1,31.121499268830114,80.65462170544956,0.3858613258702736,49.533122436619436
144f25d35e4429b219365473,dependency-00000,2,1.2306530229619117,reflected_boundary,63.85808585431897,155.50130272364913,0.41065949117998757,91.64321686933015
86aab684d60b75601159cb48,dependency-00000,3,1.3334880785863505,raw_centered,114.72149321047098,124.0646737406051,0.924691048237721,9.343180530134124
86aab684d60b75601159cb48,dependency-00000,3,1.3334880785863505,linear_detrend,63.35811951564567,83.23337873326452,0.7612104720473684,19.875259217618844
86aab684d60b75601159cb48,dependency-00000,3,1.3334880785863505,quadratic_detrend,7.515716811145742,31.316068978016077,0.23999553763985465,23.800352166870333
86aab684d60b75601159cb48,dependency-00000,3,1.3334880785863505,hann_window,73.57070158876846,102.57448965667906,0.717241702444853,29.00378806791061
86aab684d60b75601159cb48,dependency-00000,3,1.3334880785863505,sine_window,93.29354488524694,113.27123325752342,0.8236296383667248,19.977688372276468
86aab684d60b75601159cb48,dependency-00000,3,1.3334880785863505,nonperiodic_dct_k1,46.79477387464321,124.06467374060509,0.37718048549808714,77.26989986596189
86aab684d60b75601159cb48,dependency-00000,3,1.3334880785863505,reflected_boundary,96.409500864428,239.55741532366918,0.4024484098485027,143.14791445924118
1aa3f52259a1e2b427c00d3c,iterative-00001,0,0.873069942625358,raw_centered,19.067242813446935,23.858119248043863,0.7991930384458225,4.790876434596926
1aa3f52259a1e2b427c00d3c,iterative-00001,0,0.873069942625358,linear_detrend,9.526326094173932,15.739938322356391,0.6052327460929826,6.213612228182459
1aa3f52259a1e2b427c00d3c,iterative-00001,0,0.873069942625358,quadratic_detrend,1.2766005452500826,8.098239612514293,0.15763926560994054,6.82163906726421
1aa3f52259a1e2b427c00d3c,iterative-00001,0,0.873069942625358,hann_window,12.139622200313875,19.782381367593988,0.6136582838403921,7.642759167280113
1aa3f52259a1e2b427c00d3c,iterative-00001,0,0.873069942625358,sine_window,15.618947970692766,21.9007130958926,0.7131707493863314,6.281765125199833
1aa3f52259a1e2b427c00d3c,iterative-00001,0,0.873069942625358,nonperiodic_dct_k1,9.13721648239368,23.858119248043863,0.3829814239503746,14.720902765650182
1aa3f52259a1e2b427c00d3c,iterative-00001,0,0.873069942625358,reflected_boundary,18.572232092269605,46.149163648685104,0.4024391911769515,27.576931556415502
e924c81556dc85c39f0cbe95,iterative-00001,1,0.9640461750812821,raw_centered,43.76264830552764,50.10759946716338,0.8733734756981577,6.3449511616357395
e924c81556dc85c39f0cbe95,iterative-00001,1,0.9640461750812821,linear_detrend,23.174988929884904,33.19650051275801,0.6981154209606625,10.0215115828731
e924c81556dc85c39f0cbe95,iterative-00001,1,0.9640461750812821,quadratic_detrend,2.8606712437786044,14.276972557389112,0.20036959742547455,11.416301313610507
e924c81556dc85c39f0cbe95,iterative-00001,1,0.9640461750812821,hann_window,27.761292528206805,41.07994793560434,0.6757869452932256,13.318655407397529
e924c81556dc85c39f0cbe95,iterative-00001,1,0.9640461750812821,sine_window,35.48043655636076,45.380145247295395,0.7818493388025317,9.899708690934638
e924c81556dc85c39f0cbe95,iterative-00001,1,0.9640461750812821,nonperiodic_dct_k1,19.21958116729109,50.10759946716339,0.38356619298607797,30.888018299872293
e924c81556dc85c39f0cbe95,iterative-00001,1,0.9640461750812821,reflected_boundary,39.484376688971,96.88574508891412,0.40753545996612134,57.401368399943124
7bb8eb593186f54fd607d810,iterative-00001,2,1.2595100907299617,raw_centered,75.86628643607702,83.85097569654471,0.9047752373286132,7.984689260467691
7bb8eb593186f54fd607d810,iterative-00001,2,1.2595100907299617,linear_detrend,40.70679944167347,55.188803428017685,0.7375916293377699,14.482003986344218
7bb8eb593186f54fd607d810,iterative-00001,2,1.2595100907299617,quadratic_detrend,4.925522813352515,22.003398974641136,0.2238528156049512,17.07787616128862
7bb8eb593186f54fd607d810,iterative-00001,2,1.2595100907299617,hann_window,48.8926865242407,70.048658091749,0.697981772330336,21.1559715675083
7bb8eb593186f54fd607d810,iterative-00001,2,1.2595100907299617,sine_window,61.92833080547097,76.97233663331254,0.8045530837980208,15.044005827841564
7bb8eb593186f54fd607d810,iterative-00001,2,1.2595100907299617,nonperiodic_dct_k1,32.623739820666486,83.85097569654472,0.3890681002774643,51.22723587587823
7bb8eb593186f54fd607d810,iterative-00001,2,1.2595100907299617,reflected_boundary,66.67446478548398,161.60984895617736,0.41256436545252656,94.9353841706934
9032137bcd510f01bd5090f0,iterative-00001,3,1.3456046889420916,raw_centered,115.56394284214306,126.02145066560725,0.9170180332932942,10.457507823464178
9032137bcd510f01bd5090f0,iterative-00001,3,1.3456046889420916,linear_detrend,62.451428306718,83.91900096267494,0.7441869849534413,21.46757265595694
9032137bcd510f01bd5090f0,iterative-00001,3,1.3456046889420916,quadratic_detrend,8.08344921067808,33.811094903748256,0.2390768247431691,25.72764569307018
9032137bcd510f01bd5090f0,iterative-00001,3,1.3456046889420916,hann_window,75.66940832209096,107.9460354576718,0.700992935972741,32.27662713558083
9032137bcd510f01bd5090f0,iterative-00001,3,1.3456046889420916,sine_window,95.4557583649781,118.08262928565675,0.8083810374348847,22.626870920678652
9032137bcd510f01bd5090f0,iterative-00001,3,1.3456046889420916,nonperiodic_dct_k1,48.294165744483244,126.02145066560728,0.38322178874634466,77.72728492112402
9032137bcd510f01bd5090f0,iterative-00001,3,1.3456046889420916,reflected_boundary,99.47923473522962,243.67817254453828,0.4082402362774093,144.19893780930866
1f666df1f6ec10544d07a408,ontology-00001,0,0.9709017167504175,raw_centered,19.542596093639055,24.64904308444656,0.7928338648558064,5.106446990807507
1f666df1f6ec10544d07a408,ontology-00001,0,0.9709017167504175,linear_detrend,10.229946162681431,16.20122933740744,0.6314302420904099,5.971283174726011
1f666df1f6ec10544d07a408,ontology-00001,0,0.9709017167504175,quadratic_detrend,1.0176145229315443,7.752735746997844,0.13125876543974863,6.7351212240663
1f666df1f6ec10544d07a408,ontology-00001,0,0.9709017167504175,hann_window,12.419309281586429,20.791583591759228,0.5973238751524843,8.372274310172799
1f666df1f6ec10544d07a408,ontology-00001,0,0.9709017167504175,sine_window,15.762538304979433,22.559609356328867,0.6987061724345601,6.797071051349433
1f666df1f6ec10544d07a408,ontology-00001,0,0.9709017167504175,nonperiodic_dct_k1,9.344481657069574,24.64904308444655,0.3791011937078363,15.304561427376978
1f666df1f6ec10544d07a408,ontology-00001,0,0.9709017167504175,reflected_boundary,18.80365725030468,47.5989697067814,0.3950433668236675,28.795312456476722
fa2204e0351c9373e98b6103,ontology-00001,1,0.9889740709208127,raw_centered,44.774170789391654,52.45364349535524,0.8535950566209266,7.679472705963583
fa2204e0351c9373e98b6103,ontology-00001,1,0.9889740709208127,linear_detrend,24.82423121869697,35.23049123871222,0.704623476592896,10.406260020015248
fa2204e0351c9373e98b6103,ontology-00001,1,0.9889740709208127,quadratic_detrend,2.420798691198219,14.91991259663191,0.16225287350173226,12.499113905433692
fa2204e0351c9373e98b6103,ontology-00001,1,0.9889740709208127,hann_window,28.91429303544094,44.61949091310595,0.6480193396143844,15.705197877665007
fa2204e0351c9373e98b6103,ontology-00001,1,0.9889740709208127,sine_window,36.34558311372199,48.557516193379755,0.7485058125497219,12.211933079657765
fa2204e0351c9373e98b6103,ontology-00001,1,0.9889740709208127,nonperiodic_dct_k1,19.297472211539827,52.45364349535522,0.36789574423459487,33.15617128381539
fa2204e0351c9373e98b6103,ontology-00001,1,0.9889740709208127,reflected_boundary,39.29643064618547,101.67590845175778,0.386487135886575,62.37947780557231
9276506c54a9edc76c114329,ontology-00001,2,1.0674063632774253,raw_centered,77.86364378455409,88.04192659474496,0.8843927750804308,10.17828281019088
9276506c54a9edc76c114329,ontology-00001,2,1.0674063632774253,linear_detrend,43.600950222106846,59.392115666344836,0.7341201729039227,15.791165444237993
9276506c54a9edc76c114329,ontology-00001,2,1.0674063632774253,quadratic_detrend,4.531179602348201,23.93177275897485,0.1893373987787397,19.400593156626652
9276506c54a9edc76c114329,ontology-00001,2,1.0674063632774253,hann_window,50.80420376858197,76.29484826833371,0.6658929786438585,25.490644499751745
9276506c54a9edc76c114329,ontology-00001,2,1.0674063632774253,sine_window,63.65192179230186,82.51865894620434,0.7713639873110141,18.86673715390247
9276506c54a9edc76c114329,ontology-00001,2,1.0674063632774253,nonperiodic_dct_k1,32.36717704283285,88.04192659474492,0.36763367516726736,55.67474955191207
9276506c54a9edc76c114329,ontology-00001,2,1.0674063632774253,reflected_boundary,66.44798880974682,170.62573464111074,0.38943708549892314,104.17774583136392
f2ae7087ba3ca07560d59279,ontology-00001,3,1.3775985194738922,raw_centered,117.67751001022198,130.7017930721324,0.9003511523769034,13.024283061910417
f2ae7087ba3ca07560d59279,ontology-00001,3,1.3775985194738922,linear_detrend,65.84558371803419,88.0700046030293,0.7476505084203133,22.22442088499512
f2ae7087ba3ca07560d59279,ontology-00001,3,1.3775985194738922,quadratic_detrend,7.003745762096436,34.23200819544181,0.20459640352122332,27.22826243334537
f2ae7087ba3ca07560d59279,ontology-00001,3,1.3775985194738922,hann_window,76.45995138296186,111.33380857425408,0.6867630988476147,34.87385719129221
f2ae7087ba3ca07560d59279,ontology-00001,3,1.3775985194738922,sine_window,95.96785696470238,121.60657432575849,0.7891666836007125,25.63871736105611
f2ae7087ba3ca07560d59279,ontology-00001,3,1.3775985194738922,nonperiodic_dct_k1,48.38120595777406,130.70179307213232,0.3701648219246174,82.32058711435828
f2ae7087ba3ca07560d59279,ontology-00001,3,1.3775985194738922,reflected_boundary,99.22809297099263,253.10340666608158,0.39204566338336133,153.87531369508895
92cfc89eb9267c2c7a9f9d31,dependency-00001,0,0.7436344820857064,raw_centered,20.350581592946526,24.94812464815356,0.8157158856608766,4.597543055207035
92cfc89eb9267c2c7a9f9d31,dependency-00001,0,0.7436344820857064,linear_detrend,10.768753467425029,16.738398473188106,0.6433562616324751,5.969645005763075
92cfc89eb9267c2c7a9f9d31,dependency-00001,0,0.7436344820857064,quadratic_detrend,1.2457360174424035,8.121602587889036,0.15338549306759353,6.875866570446632
92cfc89eb9267c2c7a9f9d31,dependency-00001,0,0.7436344820857064,hann_window,13.021127811772182,21.130286019117257,0.6162305517299456,8.109158207345073
92cfc89eb9267c2c7a9f9d31,dependency-00001,0,0.7436344820857064,sine_window,16.569143474793343,23.035329703875703,0.7192926555770365,6.46618622908236
92cfc89eb9267c2c7a9f9d31,dependency-00001,0,0.7436344820857064,nonperiodic_dct_k1,9.231518521661542,24.94812464815353,0.37002855532649376,15.716606126491987
92cfc89eb9267c2c7a9f9d31,dependency-00001,0,0.7436344820857064,reflected_boundary,18.871929842809863,48.498478626055274,0.3891241617767186,29.626548783245415
d6c8f9b738a7e327beda3066,dependency-00001,1,1.0975479879862997,raw_centered,47.774032366977686,54.094612030028095,0.8831569462122801,6.320579663050409
d6c8f9b738a7e327beda3066,dependency-00001,1,1.0975479879862997,linear_detrend,26.160597632392793,35.808739874343814,0.7305645974751626,9.64814224195102
d6c8f9b738a7e327beda3066,dependency-00001,1,1.0975479879862997,quadratic_detrend,2.8021457359565747,14.447115280032648,0.19395884103101324,11.644969544076073
d6c8f9b738a7e327beda3066,dependency-00001,1,1.0975479879862997,hann_window,30.334895412662682,43.90644611449826,0.6908984465186732,13.571550701835577
d6c8f9b738a7e327beda3066,dependency-00001,1,1.0975479879862997,sine_window,38.5488508447866,48.800062323438056,0.7899344592900668,10.251211478651454
d6c8f9b738a7e327beda3066,dependency-00001,1,1.0975479879862997,nonperiodic_dct_k1,20.619430069065125,54.09461203002804,0.38117345323817525,33.47518196096291
d6c8f9b738a7e327beda3066,dependency-00001,1,1.0975479879862997,reflected_boundary,41.92003519575847,104.89666573638192,0.3996317223381401,62.97663054062344
0692e149ed7485f175ad30ad,dependency-00001,2,1.2497673391703958,raw_centered,80.46776913520011,89.3796451336135,0.900291884297694,8.911875998413377
0692e149ed7485f175ad30ad,dependency-00001,2,1.2497673391703958,linear_detrend,44.24050962693319,59.08201027155569,0.7487983131175251,14.841500644622503
0692e149ed7485f175ad30ad,dependency-00001,2,1.2497673391703958,quadratic_detrend,4.748719696092131,23.00700140482223,0.20640324275795485,18.2582817087301
0692e149ed7485f175ad30ad,dependency-00001,2,1.2497673391703958,hann_window,51.96951537770796,74.36953364315971,0.6988011465429965,22.400018265451763
0692e149ed7485f175ad30ad,dependency-00001,2,1.2497673391703958,sine_window,65.42629090631141,81.85557894187149,0.7992893306975803,16.429288035560074
0692e149ed7485f175ad30ad,dependency-00001,2,1.2497673391703958,nonperiodic_dct_k1,34.25449032011885,89.37964513361338,0.3832471058585196,55.12515481349452
0692e149ed7485f175ad30ad,dependency-00001,2,1.2497673391703958,reflected_boundary,70.00400107276026,172.99782210209077,0.40465249921729635,102.99382102933049
78b11472f5674e973e4c4f17,dependency-00001,3,1.4556820565905373,raw_centered,122.1346154356754,133.63000759117082,0.913975967204428,11.495392155495422
78b11472f5674e973e4c4f17,dependency-00001,3,1.4556820565905373,linear_detrend,69.09241549623206,90.23955472234078,0.7656555454958015,21.147139226108727
78b11472f5674e973e4c4f17,dependency-00001,3,1.4556820565905373,quadratic_detrend,7.355910146985165,33.91087978725738,0.21691888246878455,26.554969640272216
78b11472f5674e973e4c4f17,dependency-00001,3,1.4556820565905373,hann_window,79.81128894843462,113.23037161390276,0.7048576085273146,33.41908266546814
78b11472f5674e973e4c4f17,dependency-00001,3,1.4556820565905373,sine_window,99.70557781345127,123.75769127673718,0.8056515662569814,24.052113463285902
78b11472f5674e973e4c4f17,dependency-00001,3,1.4556820565905373,nonperiodic_dct_k1,49.33726443863753,133.63000759117068,0.36920797452605536,84.29274315253312
78b11472f5674e973e4c4f17,dependency-00001,3,1.4556820565905373,reflected_boundary,100.74352922956949,258.62959421951933,0.3895282345146492,157.88606498994986
7849bdfe4a71d1fd0bf8a45f,iterative-00002,0,0.7017443007714361,raw_centered,20.538528553591924,25.925467668652193,0.7922143899616556,5.386939115060268
7849bdfe4a71d1fd0bf8a45f,iterative-00002,0,0.7017443007714361,linear_detrend,11.11546569060208,17.891275435210744,0.6212785517083036,6.775809744608662
7849bdfe4a71d1fd0bf8a45f,iterative-00002,0,0.7017443007714361,quadratic_detrend,1.246770261495242,9.213585177645903,0.13531868837769787,7.9668149161506605
7849bdfe4a71d1fd0bf8a45f,iterative-00002,0,0.7017443007714361,hann_window,13.88469312777405,23.402401529321843,0.5933020639090112,9.517708401547793
7849bdfe4a71d1fd0bf8a45f,iterative-00002,0,0.7017443007714361,sine_window,17.195501205007623,24.955786665185443,0.6890386360369156,7.760285460177821
7849bdfe4a71d1fd0bf8a45f,iterative-00002,0,0.7017443007714361,nonperiodic_dct_k1,9.035552531765866,25.925467668652185,0.34852032940147176,16.88991513688632
7849bdfe4a71d1fd0bf8a45f,iterative-00002,0,0.7017443007714361,reflected_boundary,18.430502524866,50.506095884601834,0.3649163967647922,32.075593359735834
86296e6c0b54e27eb0ffc7c5,iterative-00002,1,1.098742637097536,raw_centered,46.31267810206985,54.66175670562917,0.8472592337541995,8.349078603559317
86296e6c0b54e27eb0ffc7c5,iterative-00002,1,1.098742637097536,linear_detrend,24.72223924433137,35.88198505592632,0.6889875018285313,11.159745811594954
86296e6c0b54e27eb0ffc7c5,iterative-00002,1,1.098742637097536,quadratic_detrend,2.553856229295409,15.988728021304192,0.15972854287673927,13.434871792008783
86296e6c0b54e27eb0ffc7c5,iterative-00002,1,1.098742637097536,hann_window,30.601708556893954,48.35394407011299,0.6328689240431271,17.752235513219034
86296e6c0b54e27eb0ffc7c5,iterative-00002,1,1.098742637097536,sine_window,38.189798104847966,51.844502434786364,0.7366219427582656,13.654704329938394
86296e6c0b54e27eb0ffc7c5,iterative-00002,1,1.098742637097536,nonperiodic_dct_k1,20.990591149118153,54.66175670562916,0.38400871860301017,33.671165556511
86296e6c0b54e27eb0ffc7c5,iterative-00002,1,1.098742637097536,reflected_boundary,42.5233018961263,105.95082276163164,0.4013494259671329,63.42752086550534
dcaaa622780ee454bd9a83db,iterative-00002,2,1.0602258232320234,raw_centered,80.18351507559873,91.38608650939963,0.8774149122509076,11.202571433800896
dcaaa622780ee454bd9a83db,iterative-00002,2,1.0602258232320234,linear_detrend,44.0838460230985,61.30029606980152,0.7191457276633875,17.216450046703013
dcaaa622780ee454bd9a83db,iterative-00002,2,1.0602258232320234,quadratic_detrend,4.768214794871936,26.084948391082527,0.18279563844189972,21.31673359621059
