layer,problem_i,problem_j,projector_similarity
0,ontology-00003,iterative-00002,0.9790587260483476
0,ontology-00003,ontology-00002,0.9756262419805665
0,ontology-00003,dependency-00002,0.9839772328228558
0,ontology-00003,iterative-00003,0.9843125336875733
0,ontology-00003,ontology-00003,0.9999999999999999
0,ontology-00003,dependency-00003,0.9861123397308735
0,ontology-00003,iterative-00004,0.9859116162840247
0,ontology-00003,ontology-00004,0.9805836420931346
0,ontology-00003,dependency-00004,0.9877951842423461
0,ontology-00003,iterative-00005,0.9842936249739254
0,ontology-00003,ontology-00005,0.9812036553061022
0,ontology-00003,dependency-00005,0.9850469441728444
0,dependency-00003,iterative-00000,0.9803976260852578
0,dependency-00003,ontology-00000,0.9830149942828041
0,dependency-00003,dependency-00000,0.9755645610825021
0,dependency-00003,iterative-00001,0.9820711871460894
0,dependency-00003,ontology-00001,0.9832295455091643
0,dependency-00003,dependency-00001,0.98360039522082
0,dependency-00003,iterative-00002,0.9767384983140375
0,dependency-00003,ontology-00002,0.9784532303768462
0,dependency-00003,dependency-00002,0.9870398141250896
0,dependency-00003,iterative-00003,0.9862724005554279
0,dependency-00003,ontology-00003,0.9861123397308734
0,dependency-00003,dependency-00003,1.0000000000000004
0,dependency-00003,iterative-00004,0.9804598439445305
0,dependency-00003,ontology-00004,0.9816404353612898
0,dependency-00003,dependency-00004,0.9840602215158205
0,dependency-00003,iterative-00005,0.9848261322415799
0,dependency-00003,ontology-00005,0.9787040901403707
0,dependency-00003,dependency-00005,0.9727814610348162
0,iterative-00004,iterative-00000,0.9734908865616112
0,iterative-00004,ontology-00000,0.9784239854626844
0,iterative-00004,dependency-00000,0.9766123452785902
0,iterative-00004,iterative-00001,0.9830621083995148
0,iterative-00004,ontology-00001,0.9780735399207766
0,iterative-00004,dependency-00001,0.9780332655067283
0,iterative-00004,iterative-00002,0.979757990748964
0,iterative-00004,ontology-00002,0.9781349504712213
0,iterative-00004,dependency-00002,0.9850297451523364
0,iterative-00004,iterative-00003,0.9796427729036588
0,iterative-00004,ontology-00003,0.9859116162840247
0,iterative-00004,dependency-00003,0.9804598439445305
0,iterative-00004,iterative-00004,1.0
0,iterative-00004,ontology-00004,0.9833787076676891
0,iterative-00004,dependency-00004,0.9817803111925367
0,iterative-00004,iterative-00005,0.9806079388048435
0,iterative-00004,ontology-00005,0.9778845722156806
0,iterative-00004,dependency-00005,0.9798395310240813
0,ontology-00004,iterative-00000,0.9822203542344607
0,ontology-00004,ontology-00000,0.9816773862408809
0,ontology-00004,dependency-00000,0.9798456305284683
0,ontology-00004,iterative-00001,0.9909647785028298
0,ontology-00004,ontology-00001,0.9838392439651026
0,ontology-00004,dependency-00001,0.9842049624486191
0,ontology-00004,iterative-00002,0.9796888570588942
0,ontology-00004,ontology-00002,0.9764854580469433
0,ontology-00004,dependency-00002,0.9834422461040025
0,ontology-00004,iterative-00003,0.9857188581871092
0,ontology-00004,ontology-00003,0.9805836420931346
0,ontology-00004,dependency-00003,0.9816404353612898
0,ontology-00004,iterative-00004,0.9833787076676891
0,ontology-00004,ontology-00004,1.0000000000000007
0,ontology-00004,dependency-00004,0.9890498381235626
0,ontology-00004,iterative-00005,0.9847735639895461
0,ontology-00004,ontology-00005,0.981305989190838
0,ontology-00004,dependency-00005,0.9778374194719305
0,dependency-00004,iterative-00000,0.9830916024805691
0,dependency-00004,ontology-00000,0.9825652466175726
0,dependency-00004,dependency-00000,0.981183777269085
0,dependency-00004,iterative-00001,0.9866587262022164
0,dependency-00004,ontology-00001,0.9878192421716541
0,dependency-00004,dependency-00001,0.9867110982287066
0,dependency-00004,iterative-00002,0.977649036952698
0,dependency-00004,ontology-00002,0.9762213817041554
0,dependency-00004,dependency-00002,0.9855524061923047
0,dependency-00004,iterative-00003,0.9869693424099327
0,dependency-00004,ontology-00003,0.9877951842423461
0,dependency-00004,dependency-00003,0.9840602215158205
0,dependency-00004,iterative-00004,0.9817803111925367
0,dependency-00004,ontology-00004,0.9890498381235626
0,dependency-00004,dependency-00004,0.9999999999999997
0,dependency-00004,iterative-00005,0.9877659625542117
0,dependency-00004,ontology-00005,0.9847584006509728
0,dependency-00004,dependency-00005,0.979529920596003
0,iterative-00005,iterative-00000,0.9792666771114416
0,iterative-00005,ontology-00000,0.9770493350070614
0,iterative-00005,dependency-00000,0.9850697674931522
0,iterative-00005,iterative-00001,0.9839318397189272
0,iterative-00005,ontology-00001,0.981783369524579
0,iterative-00005,dependency-00001,0.9830953989123759
0,iterative-00005,iterative-00002,0.986212957591554
0,iterative-00005,ontology-00002,0.9763000987931097
0,iterative-00005,dependency-00002,0.9894462050655375
0,iterative-00005,iterative-00003,0.9834931961381139
0,iterative-00005,ontology-00003,0.9842936249739254
0,iterative-00005,dependency-00003,0.9848261322415799
0,iterative-00005,iterative-00004,0.9806079388048435
0,iterative-00005,ontology-00004,0.9847735639895461
0,iterative-00005,dependency-00004,0.9877659625542117
0,iterative-00005,iterative-00005,1.0000000000000007
0,iterative-00005,ontology-00005,0.9839297361697472
0,iterative-00005,dependency-00005,0.9804568826519939
0,ontology-00005,iterative-00000,0.9723559571794069
0,ontology-00005,ontology-00000,0.9739123657614883
0,ontology-00005,dependency-00000,0.9752859056338443
0,ontology-00005,iterative-00001,0.9790042682189516
0,ontology-00005,ontology-00001,0.9770538571458849
0,ontology-00005,dependency-00001,0.9819240974643307
0,ontology-00005,iterative-00002,0.975889697146777
0,ontology-00005,ontology-00002,0.9704641952130795
0,ontology-00005,dependency-00002,0.9809477093908309
0,ontology-00005,iterative-00003,0.9782369370227801
0,ontology-00005,ontology-00003,0.9812036553061022
0,ontology-00005,dependency-00003,0.9787040901403707
0,ontology-00005,iterative-00004,0.9778845722156806
0,ontology-00005,ontology-00004,0.981305989190838
0,ontology-00005,dependency-00004,0.9847584006509728
0,ontology-00005,iterative-00005,0.9839297361697472
0,ontology-00005,ontology-00005,1.0
0,ontology-00005,dependency-00005,0.9780905709127333
0,dependency-00005,iterative-00000,0.9687811426483379
0,dependency-00005,ontology-00000,0.9736012277537303
0,dependency-00005,dependency-00000,0.9775781761698458
0,dependency-00005,iterative-00001,0.9761215027258396
0,dependency-00005,ontology-00001,0.9790734187467901
0,dependency-00005,dependency-00001,0.9777187008542686
0,dependency-00005,iterative-00002,0.9776119528424432
0,dependency-00005,ontology-00002,0.9762939691183484
0,dependency-00005,dependency-00002,0.9780881131804349
0,dependency-00005,iterative-00003,0.9833891089083379
0,dependency-00005,ontology-00003,0.9850469441728444
0,dependency-00005,dependency-00003,0.9727814610348162
0,dependency-00005,iterative-00004,0.9798395310240813
0,dependency-00005,ontology-00004,0.9778374194719306
0,dependency-00005,dependency-00004,0.979529920596003
0,dependency-00005,iterative-00005,0.9804568826519939
0,dependency-00005,ontology-00005,0.9780905709127333
0,dependency-00005,dependency-00005,1.0000000000000004
1,iterative-00000,iterative-00000,0.9999999999999994
1,iterative-00000,ontology-00000,0.9864927816514304
1,iterative-00000,dependency-00000,0.9914166912499915
1,iterative-00000,iterative-00001,0.9879841337177091
1,iterative-00000,ontology-00001,0.9892052028970083
1,iterative-00000,dependency-00001,0.9896283812529083
1,iterative-00000,iterative-00002,0.99050129302288
1,iterative-00000,ontology-00002,0.992077199357672
1,iterative-00000,dependency-00002,0.9896567003574406
1,iterative-00000,iterative-00003,0.9897961282358418
1,iterative-00000,ontology-00003,0.9922800149152236
1,iterative-00000,dependency-00003,0.9887606885581769
1,iterative-00000,iterative-00004,0.990266215643294
1,iterative-00000,ontology-00004,0.9927313549735786
1,iterative-00000,dependency-00004,0.9879215315593182
1,iterative-00000,iterative-00005,0.9921380820623813
1,iterative-00000,ontology-00005,0.9919297241833194
1,iterative-00000,dependency-00005,0.9875555111586908
1,ontology-00000,iterative-00000,0.9864927816514306
1,ontology-00000,ontology-00000,1.0000000000000002
1,ontology-00000,dependency-00000,0.9881109092326995
1,ontology-00000,iterative-00001,0.9881690053296752
1,ontology-00000,ontology-00001,0.9886711333493234
1,ontology-00000,dependency-00001,0.9881003278642364
1,ontology-00000,iterative-00002,0.986518930200601
1,ontology-00000,ontology-00002,0.9867078277436148
1,ontology-00000,dependency-00002,0.9870323191532135
1,ontology-00000,iterative-00003,0.9872950675314078
1,ontology-00000,ontology-00003,0.989545270704617
1,ontology-00000,dependency-00003,0.9883125417552694
1,ontology-00000,iterative-00004,0.9893312795863574
1,ontology-00000,ontology-00004,0.988790904587789
1,ontology-00000,dependency-00004,0.9895193740428894
1,ontology-00000,iterative-00005,0.9893184112401104
1,ontology-00000,ontology-00005,0.9892276607502937
1,ontology-00000,dependency-00005,0.9856361726842728
1,dependency-00000,iterative-00000,0.9914166912499915
1,dependency-00000,ontology-00000,0.9881109092326995
1,dependency-00000,dependency-00000,1.0000000000000004
1,dependency-00000,iterative-00001,0.9892204937763711
1,dependency-00000,ontology-00001,0.990166834140652
1,dependency-00000,dependency-00001,0.9892739437014876
1,dependency-00000,iterative-00002,0.9905742760322553
1,dependency-00000,ontology-00002,0.9920593001900005
1,dependency-00000,dependency-00002,0.9892980598672643
1,dependency-00000,iterative-00003,0.9906738047732631
1,dependency-00000,ontology-00003,0.99079468096825
1,dependency-00000,dependency-00003,0.99241005940886
1,dependency-00000,iterative-00004,0.9903757949611913
1,dependency-00000,ontology-00004,0.9923147224905191
1,dependency-00000,dependency-00004,0.9929013315392028
1,dependency-00000,iterative-00005,0.991660496516566
1,dependency-00000,ontology-00005,0.9906348043755616
1,dependency-00000,dependency-00005,0.991200659132884
1,iterative-00001,iterative-00000,0.9879841337177091
1,iterative-00001,ontology-00000,0.9881690053296752
1,iterative-00001,dependency-00000,0.989220493776371
1,iterative-00001,iterative-00001,1.0000000000000004
1,iterative-00001,ontology-00001,0.9894892338316889
1,iterative-00001,dependency-00001,0.9890029981256673
1,iterative-00001,iterative-00002,0.9881603678257653
1,iterative-00001,ontology-00002,0.9891374223671046
1,iterative-00001,dependency-00002,0.9858247882135177
1,iterative-00001,iterative-00003,0.9874502133244718
1,iterative-00001,ontology-00003,0.9905729056118593
1,iterative-00001,dependency-00003,0.989869158200424
1,iterative-00001,iterative-00004,0.9918100613402715
1,iterative-00001,ontology-00004,0.9884986024442763
1,iterative-00001,dependency-00004,0.988923176467277
1,iterative-00001,iterative-00005,0.988703688786693
1,iterative-00001,ontology-00005,0.9887662450687927
1,iterative-00001,dependency-00005,0.9854219117299353
1,ontology-00001,iterative-00000,0.9892052028970083
1,ontology-00001,ontology-00000,0.9886711333493234
1,ontology-00001,dependency-00000,0.990166834140652
1,ontology-00001,iterative-00001,0.9894892338316889
1,ontology-00001,ontology-00001,1.0000000000000004
1,ontology-00001,dependency-00001,0.9926319339478566
1,ontology-00001,iterative-00002,0.9914115607891199
1,ontology-00001,ontology-00002,0.9890121380597914
1,ontology-00001,dependency-00002,0.9931316057007947
1,ontology-00001,iterative-00003,0.991953187951428
1,ontology-00001,ontology-00003,0.992387884103086
1,ontology-00001,dependency-00003,0.9947385377098182
1,ontology-00001,iterative-00004,0.9921188015838589
1,ontology-00001,ontology-00004,0.9897710531320109
1,ontology-00001,dependency-00004,0.9922485068821635
1,ontology-00001,iterative-00005,0.9910773555404211
1,ontology-00001,ontology-00005,0.9919487114174643
1,ontology-00001,dependency-00005,0.9917497207443402
1,dependency-00001,iterative-00000,0.9896283812529083
1,dependency-00001,ontology-00000,0.9881003278642364
1,dependency-00001,dependency-00000,0.9892739437014876
1,dependency-00001,iterative-00001,0.9890029981256673
1,dependency-00001,ontology-00001,0.9926319339478566
1,dependency-00001,dependency-00001,1.0000000000000004
1,dependency-00001,iterative-00002,0.9905025739236846
1,dependency-00001,ontology-00002,0.9898617267246724
1,dependency-00001,dependency-00002,0.9923083658497998
1,dependency-00001,iterative-00003,0.991730653378606
1,dependency-00001,ontology-00003,0.9916558563878755
1,dependency-00001,dependency-00003,0.992343411481682
1,dependency-00001,iterative-00004,0.9918541957103982
1,dependency-00001,ontology-00004,0.9921984676468687
1,dependency-00001,dependency-00004,0.9925903758545012
1,dependency-00001,iterative-00005,0.9927052938633005
1,dependency-00001,ontology-00005,0.9914665771410084
1,dependency-00001,dependency-00005,0.9888134618731041
1,iterative-00002,iterative-00000,0.99050129302288
1,iterative-00002,ontology-00000,0.986518930200601
1,iterative-00002,dependency-00000,0.9905742760322553
1,iterative-00002,iterative-00001,0.9881603678257653
1,iterative-00002,ontology-00001,0.9914115607891199
1,iterative-00002,dependency-00001,0.9905025739236846
1,iterative-00002,iterative-00002,0.9999999999999998
1,iterative-00002,ontology-00002,0.9897843525388325
1,iterative-00002,dependency-00002,0.9915968739085308
1,iterative-00002,iterative-00003,0.990042062333166
1,iterative-00002,ontology-00003,0.9918695523446308
1,iterative-00002,dependency-00003,0.9929315304129694
1,iterative-00002,iterative-00004,0.9912706016040007
1,iterative-00002,ontology-00004,0.9913028036714456
1,iterative-00002,dependency-00004,0.991458125269643
1,iterative-00002,iterative-00005,0.9908682634647795
1,iterative-00002,ontology-00005,0.9905120266038616
1,iterative-00002,dependency-00005,0.9909159299292206
1,ontology-00002,iterative-00000,0.992077199357672
1,ontology-00002,ontology-00000,0.9867078277436148
1,ontology-00002,dependency-00000,0.9920593001900005
1,ontology-00002,iterative-00001,0.9891374223671046
1,ontology-00002,ontology-00001,0.9890121380597914
1,ontology-00002,dependency-00001,0.9898617267246723
1,ontology-00002,iterative-00002,0.9897843525388325
1,ontology-00002,ontology-00002,1.0000000000000002
1,ontology-00002,dependency-00002,0.9889953187137213
1,ontology-00002,iterative-00003,0.9901376833708468
1,ontology-00002,ontology-00003,0.9922897993151523
1,ontology-00002,dependency-00003,0.9909446080297879
1,ontology-00002,iterative-00004,0.9912917123749211
1,ontology-00002,ontology-00004,0.9909869782943441
1,ontology-00002,dependency-00004,0.9906700713940619
1,ontology-00002,iterative-00005,0.9928188895526817
1,ontology-00002,ontology-00005,0.9909518292413142
1,ontology-00002,dependency-00005,0.9882498583018441
1,dependency-00002,iterative-00000,0.9896567003574406
1,dependency-00002,ontology-00000,0.9870323191532135
1,dependency-00002,dependency-00000,0.989298059867264
1,dependency-00002,iterative-00001,0.9858247882135177
1,dependency-00002,ontology-00001,0.9931316057007947
1,dependency-00002,dependency-00001,0.9923083658498
1,dependency-00002,iterative-00002,0.9915968739085308
1,dependency-00002,ontology-00002,0.9889953187137213
1,dependency-00002,dependency-00002,0.9999999999999991
1,dependency-00002,iterative-00003,0.9917325293030863
1,dependency-00002,ontology-00003,0.9920761724894892
1,dependency-00002,dependency-00003,0.9937401565001677
1,dependency-00002,iterative-00004,0.9929288261205498
1,dependency-00002,ontology-00004,0.9904731510554998
1,dependency-00002,dependency-00004,0.9919206469827615
1,dependency-00002,iterative-00005,0.9911345637329102
1,dependency-00002,ontology-00005,0.9922084561501472
1,dependency-00002,dependency-00005,0.9885878172437517
1,iterative-00003,iterative-00000,0.9897961282358418
1,iterative-00003,ontology-00000,0.9872950675314078
1,iterative-00003,dependency-00000,0.9906738047732631
1,iterative-00003,iterative-00001,0.9874502133244718
1,iterative-00003,ontology-00001,0.991953187951428
1,iterative-00003,dependency-00001,0.991730653378606
1,iterative-00003,iterative-00002,0.990042062333166
1,iterative-00003,ontology-00002,0.9901376833708468
1,iterative-00003,dependency-00002,0.9917325293030863
1,iterative-00003,iterative-00003,1.0000000000000002
1,iterative-00003,ontology-00003,0.9913870986342264
1,iterative-00003,dependency-00003,0.992369203544889
1,iterative-00003,iterative-00004,0.9927250839777679
1,iterative-00003,ontology-00004,0.9902751481428385
1,iterative-00003,dependency-00004,0.9921911457910388
1,iterative-00003,iterative-00005,0.9935541599663781
1,iterative-00003,ontology-00005,0.9929696106742953
1,iterative-00003,dependency-00005,0.9892719439127409
1,ontology-00003,iterative-00000,0.9922800149152236
1,ontology-00003,ontology-00000,0.989545270704617
1,ontology-00003,dependency-00000,0.99079468096825
1,ontology-00003,iterative-00001,0.9905729056118593
1,ontology-00003,ontology-00001,0.992387884103086
1,ontology-00003,dependency-00001,0.9916558563878755
1,ontology-00003,iterative-00002,0.9918695523446307
1,ontology-00003,ontology-00002,0.9922897993151523
1,ontology-00003,dependency-00002,0.9920761724894892
1,ontology-00003,iterative-00003,0.9913870986342264
1,ontology-00003,ontology-00003,1.0000000000000002
1,ontology-00003,dependency-00003,0.9917272463876462
1,ontology-00003,iterative-00004,0.9928742090350327
1,ontology-00003,ontology-00004,0.9920676057913658
1,ontology-00003,dependency-00004,0.992860559662047
1,ontology-00003,iterative-00005,0.992787975481745
1,ontology-00003,ontology-00005,0.9923062731438244
1,ontology-00003,dependency-00005,0.9900528936838109
1,dependency-00003,iterative-00000,0.9887606885581769
1,dependency-00003,ontology-00000,0.9883125417552694
1,dependency-00003,dependency-00000,0.99241005940886
1,dependency-00003,iterative-00001,0.989869158200424
1,dependency-00003,ontology-00001,0.9947385377098182
1,dependency-00003,dependency-00001,0.992343411481682
1,dependency-00003,iterative-00002,0.9929315304129694
1,dependency-00003,ontology-00002,0.9909446080297879
1,dependency-00003,dependency-00002,0.9937401565001677
1,dependency-00003,iterative-00003,0.992369203544889
1,dependency-00003,ontology-00003,0.9917272463876463
1,dependency-00003,dependency-00003,0.9999999999999998
1,dependency-00003,iterative-00004,0.9931335694918129
1,dependency-00003,ontology-00004,0.9920163396276347
1,dependency-00003,dependency-00004,0.992883226220714
1,dependency-00003,iterative-00005,0.991973106545425
1,dependency-00003,ontology-00005,0.9920519459505694
1,dependency-00003,dependency-00005,0.9908848048043126
1,iterative-00004,iterative-00000,0.990266215643294
1,iterative-00004,ontology-00000,0.9893312795863574
1,iterative-00004,dependency-00000,0.9903757949611913
1,iterative-00004,iterative-00001,0.9918100613402715
1,iterative-00004,ontology-00001,0.9921188015838589
1,iterative-00004,dependency-00001,0.9918541957103982
1,iterative-00004,iterative-00002,0.9912706016040007
1,iterative-00004,ontology-00002,0.9912917123749211
1,iterative-00004,dependency-00002,0.9929288261205498
1,iterative-00004,iterative-00003,0.9927250839777679
1,iterative-00004,ontology-00003,0.9928742090350327
1,iterative-00004,dependency-00003,0.9931335694918129
1,iterative-00004,iterative-00004,0.9999999999999997
1,iterative-00004,ontology-00004,0.9926499279573984
1,iterative-00004,dependency-00004,0.9937390370838897
1,iterative-00004,iterative-00005,0.9925032100404658
1,iterative-00004,ontology-00005,0.9924710910402199
1,iterative-00004,dependency-00005,0.9915317889662383
1,ontology-00004,iterative-00000,0.9927313549735786
1,ontology-00004,ontology-00000,0.988790904587789
1,ontology-00004,dependency-00000,0.9923147224905191
1,ontology-00004,iterative-00001,0.9884986024442763
