request_id,problem_id,family,split,layer,length,singular_1,singular_2,exclusion_reason,slope,intercept,r2,circular_mae,circular_resultant,eigengap_relative
144f25d35e4429b219365473,dependency-00000,dependency_graph,calibration,2,30,6.216509920216016,5.846238991913576,,0.9999999999999999,-1.578698105851104,1.0,2.2019423321732272e-16,1.0,0.11557732559151178
86aab684d60b75601159cb48,dependency-00000,dependency_graph,calibration,3,30,7.726854822059002,7.417358543935607,,0.9999999999999999,-1.9845148307247713,1.0,1.4155343563970745e-16,1.0,0.07850487845633568
1aa3f52259a1e2b427c00d3c,iterative-00001,iterative_state_machine,calibration,0,31,3.281998187777002,2.880231016581032,,1.0000000000000002,1.756186775303134,1.0,4.154382930855424e-16,1.0,0.22984529671051335
e924c81556dc85c39f0cbe95,iterative-00001,iterative_state_machine,calibration,1,31,4.842893870840779,4.5065538120941655,,0.9999999999999999,-1.6787813650049637,1.0,1.347488429081339e-16,1.0,0.1340771123144223
7bb8eb593186f54fd607d810,iterative-00001,iterative_state_machine,calibration,2,31,6.335997190880143,5.976740418759707,,1.0,-1.7266652463818906,1.0,5.224315603780475e-16,1.0,0.11018681657420913
9032137bcd510f01bd5090f0,iterative-00001,iterative_state_machine,calibration,3,31,7.848235075619802,7.346369786496872,,1.0,-1.7921565048498698,1.0,1.363156899186936e-16,1.0,0.12380339784437865
1f666df1f6ec10544d07a408,ontology-00001,fictional_ontology,calibration,0,32,3.2085589133130665,3.0410106532924766,,1.0000000000000002,1.8556613543353855,1.0,1.3183898417423734e-16,1.0,0.10171148450230204
fa2204e0351c9373e98b6103,ontology-00001,fictional_ontology,calibration,1,32,4.774980757772097,4.687614484180397,,1.0000000000000002,2.7041869783127117,1.0,4.0245584642661925e-16,1.0,0.03625858272650284
9276506c54a9edc76c114329,ontology-00001,fictional_ontology,calibration,2,32,6.275883370678868,6.202977648048599,,1.0000000000000004,3.130620030835262,1.0,1.249000902703301e-16,1.0,0.023098662774149063
f2ae7087ba3ca07560d59279,ontology-00001,fictional_ontology,calibration,3,32,7.70644123481221,7.6346757301543615,,1.0,2.89626240333374,1.0,1.8041124150158794e-16,1.0,0.01853808982544927
92cfc89eb9267c2c7a9f9d31,dependency-00001,dependency_graph,calibration,0,33,3.28971463083209,3.086804049601434,,1.0000000000000004,1.9204954123187734,1.0,3.364312195833808e-17,1.0,0.11955613824536106
d6c8f9b738a7e327beda3066,dependency-00001,dependency_graph,calibration,1,33,4.926880076031714,4.847668004657437,,1.0000000000000002,1.8712941780422931,1.0,3.2297397080004555e-16,1.0,0.031896576681893
0692e149ed7485f175ad30ad,dependency-00001,dependency_graph,calibration,2,33,6.378605362569653,6.30723099020464,,1.0000000000000004,1.6140532908547105,1.0,2.62416351275037e-16,1.0,0.022254095102927154
78b11472f5674e973e4c4f17,dependency-00001,dependency_graph,calibration,3,33,7.901477604189039,7.726659504997899,,0.9999999999999993,-2.743789937094142,1.0,2.523234146875356e-16,1.0,0.04375996637097878
7849bdfe4a71d1fd0bf8a45f,iterative-00002,iterative_state_machine,calibration,0,34,3.2671017285339645,3.1407920735066654,,1.0000000000000002,2.0595114744517287,1.0,3.2653618371328136e-16,1.0,0.07582746543478976
86296e6c0b54e27eb0ffc7c5,iterative-00002,iterative_state_machine,calibration,1,34,4.932083841841826,4.689053964192842,,0.9999999999999996,2.0798554309830286,1.0,1.5673736818237505e-16,1.0,0.09612253197845726
dcaaa622780ee454bd9a83db,iterative-00002,iterative_state_machine,calibration,2,34,6.375327977906079,6.287981253926152,,0.9999999999999997,2.025581329319088,1.0,1.959217102279688e-16,1.0,0.0272137737272067
1c3846135b6905e05e4675b9,iterative-00002,iterative_state_machine,calibration,3,34,7.9291178752949225,7.723533970958097,,0.9999999999999997,3.093386986099959,1.0,3.3959763106181257e-16,1.0,0.05118318257887397
7837d23e481ad0432ae4a655,ontology-00002,fictional_ontology,calibration,0,35,3.4176966641614563,3.0512730905978027,,1.0000000000000007,1.8955626483183874,1.0,7.612957883143931e-17,1.0,0.20293244945600905
f3e43c169c764a0656c78eef,ontology-00002,fictional_ontology,calibration,1,35,4.9779557911943835,4.56579215647998,,1.0000000000000004,1.9890329107788327,1.0,3.9968028886505636e-16,1.0,0.15874006782555908
52fb4cff42ce2345a1f86567,ontology-00002,fictional_ontology,calibration,2,35,6.569346089157975,6.218831670959762,,1.0000000000000009,2.051439153185087,1.0,1.2688263138573217e-16,1.0,0.10386524916214326
46c31aa6316bd140c9e2538a,ontology-00002,fictional_ontology,calibration,3,35,8.016186034032593,7.85782127013144,,1.0000000000000009,2.624576579285534,1.0,4.440892098500626e-16,1.0,0.039120964958659674
280427ebed277a9092a537a8,dependency-00002,dependency_graph,train,0,36,3.7523636804547764,3.2542984499679535,,0.9999999999999999,-1.4897692130906657,1.0,3.465592010895888e-16,1.0,0.2478492182439567
4519071df96ddf034bf1ef2e,dependency-00002,dependency_graph,train,1,36,5.513607444733544,4.80648694404113,,0.9999999999999999,-1.6163053709443604,1.0,1.503427012513233e-16,1.0,0.24005204688136975
f6551878cdc2da364ccf8a08,dependency-00002,dependency_graph,train,2,36,6.982902428057512,6.424472160485248,,1.0,1.4490399506832305,1.0,9.251858538542972e-17,1.0,0.15354679133496366
9493fa9a1a30c2426c84a293,dependency-00002,dependency_graph,train,3,36,8.652323028816848,7.984419798072156,,0.9999999999999999,-1.82240423547546,1.0,1.1911767868374076e-16,1.0,0.1484281919319712
d99de10874f8d923dd048f3c,iterative-00003,iterative_state_machine,validation,0,37,3.553891191394261,3.2150934019689337,,0.9999999999999998,-1.3605497084177882,1.0,4.941266052483396e-16,1.0,0.18157491086732241
af9a710b8c531ffb68cc82eb,iterative-00003,iterative_state_machine,validation,1,37,5.401843943108816,4.8772669002565525,,1.0,-1.6956668707766902,1.0,1.4099316684138523e-16,1.0,0.1847909775485141
2e1fd1cb951cf7d72510d00e,iterative-00003,iterative_state_machine,validation,2,37,7.005602923276942,6.484448627620834,,0.9999999999999994,1.4236908993597936,1.0,3.540711267723472e-16,1.0,0.1432481082281875
127c2a3353eaee9264085074,iterative-00003,iterative_state_machine,validation,3,37,8.745798709024314,7.99406921626394,,0.9999999999999998,-1.9927789843012047,1.0,5.648634713126641e-16,1.0,0.16451846980972296
26d3e01e282a228c18ede793,ontology-00003,fictional_ontology,calibration,0,38,3.537664916719636,3.37209520148858,,0.9999999999999997,2.1579233294954543,1.0,9.115515360080233e-16,1.0,0.09141353065448438
486e65f884c47e022f821256,ontology-00003,fictional_ontology,calibration,1,38,5.216050780526838,5.023505728722811,,1.0,1.7945850163115542,1.0,7.537830009297116e-16,1.0,0.07246526550007276
2a27c0af4afe841ba49c0b4b,ontology-00003,fictional_ontology,calibration,2,38,6.7609874088161845,6.710231366798203,,1.0,-2.8222369465496473,1.0,1.2338448975973985e-15,1.0,0.014958029424176685
3ae7d65cd136e39d8d73ca13,ontology-00003,fictional_ontology,calibration,3,38,8.534754931180657,8.381215251841091,,0.9999999999999999,-2.3068761765958565,1.0,8.141331176465889e-16,1.0,0.03565623060178075
2909ad00758d69845c59466c,dependency-00003,dependency_graph,test,0,39,3.7153728426097268,3.3467137516388203,,1.0,-1.499917379233284,1.0,5.828670879282072e-16,1.0,0.18860499126309324
1e95cec5dd9ea510e7662d55,dependency-00003,dependency_graph,test,1,39,5.45307358004044,4.983250506459267,,1.0000000000000002,-1.680185437105683,1.0,1.25255930983351e-16,1.0,0.1648918471888846
6925abf428ee0f7379167cc9,dependency-00003,dependency_graph,test,2,39,7.110099595800558,6.674470874218207,,1.0000000000000002,1.4765402238610075,1.0,2.1635115351669717e-16,1.0,0.11878411741471194
f0819baac6e5a8f48125f42e,dependency-00003,dependency_graph,test,3,39,8.904683309540552,8.26205095919709,,1.0,-1.9823478599761666,1.0,1.1388682020233377e-15,1.0,0.13912760582303668
6050a62d4af70e97de1fcab1,iterative-00004,iterative_state_machine,calibration,0,40,3.765307098766942,3.4169062971475825,,1.0000000000000002,-1.4460954980929936,1.0,9.35015953551499e-17,1.0,0.1764967220902583
fa2a2abf2be0020781211cae,iterative-00004,iterative_state_machine,calibration,1,40,5.462757481442907,5.102183267104529,,1.0000000000000002,-1.7718683774311474,1.0,2.886579864025407e-16,1.0,0.1276550178462286
1600fd0b41f53799a066c16e,iterative-00004,iterative_state_machine,calibration,2,40,7.110391416742098,6.789392460955359,,1.0000000000000002,1.5217237245813304,1.0,4.4408920985006264e-17,1.0,0.08825201902399157
64dd9786c062c9e622ceab77,iterative-00004,iterative_state_machine,calibration,3,40,8.731231505608552,8.38911443043288,,1.0000000000000002,-1.867555684507069,1.0,1.0547118733938987e-16,1.0,0.07683096345868273
eac79a0c8e88daf97b87bc9d,ontology-00004,fictional_ontology,calibration,0,41,3.855325078994139,3.3589245671308454,,0.9999999999999999,-1.474895119421004,1.0,1.7313386496822183e-16,1.0,0.24093582507938716
f9ebec592d7259fd4398374e,ontology-00004,fictional_ontology,calibration,1,41,5.607155314465589,5.063885238481134,,1.0000000000000007,1.612827040456148,1.0,1.19145885569529e-16,1.0,0.18439000779487177
5e78b252123ee86ef41e0bf6,ontology-00004,fictional_ontology,calibration,2,41,7.380499664442098,6.707558019780259,,1.0000000000000004,1.516375713059219,1.0,1.6788738421160904e-16,1.0,0.17404317477170786
b4b7829426897733a1b625a7,ontology-00004,fictional_ontology,calibration,3,41,9.059853921731747,8.482357300464459,,1.0,-1.6790180093993805,1.0,1.393067571866741e-16,1.0,0.12342166275916434
dedc8db97691e3e695630f73,dependency-00004,dependency_graph,calibration,0,42,3.8286933503972818,3.499864283087613,,0.9999999999999998,-1.591461359804309,1.0,1.8074166502082161e-16,1.0,0.16439459711783627
3ae2e5bb12d69c3ca6b80e70,dependency-00004,dependency_graph,calibration,1,42,5.7966545794600135,5.174536738200769,,0.9999999999999997,1.5071951975071844,1.0,3.806478941571965e-16,1.0,0.20312884606424159
f15bbcc9708e6fcf059711f1,dependency-00004,dependency_graph,calibration,2,42,7.4360587172308055,6.853000205161633,,1.0,1.5319386491569373,1.0,9.516197353929913e-17,1.0,0.1506711649856975
ab481a17ef5e73c19008092f,dependency-00004,dependency_graph,calibration,3,42,9.119204286657283,8.550242427560997,,0.9999999999999998,-1.881960384957778,1.0,1.4869058365515488e-16,1.0,0.12089051147061312
9b0b7ff5c8ed9bd942a5d687,iterative-00005,iterative_state_machine,calibration,0,43,3.9204352185512477,3.398059465901131,,1.0,-1.528557117458804,1.0,2.3011308620864435e-16,1.0,0.24873460350235163
bc807ebc10a216d533b4b389,iterative-00005,iterative_state_machine,calibration,1,43,5.749677836105597,5.243035323059383,,0.9999999999999998,-1.7435469857044716,1.0,5.468009765904568e-16,1.0,0.16846880786974294
18acc013988c2749b1840d72,iterative-00005,iterative_state_machine,calibration,2,43,7.4523163373726735,7.065030877342021,,1.0,1.4313616321693903,1.0,4.3892538182855025e-16,1.0,0.10123621355163297
c944837f99aa49b688a8dc56,iterative-00005,iterative_state_machine,calibration,3,43,9.213554921179151,8.711796737264331,,1.0,-2.071075229046501,1.0,3.706660301691838e-16,1.0,0.10595164189284474
c6f49c270f94eb698dd1a354,ontology-00005,fictional_ontology,calibration,0,44,3.8151240541289195,3.5403905555383743,,0.9999999999999998,-1.512234695707398,1.0,1.0802596191310117e-16,1.0,0.13883768088400655
6b14c7c8e18416eee46ced35,ontology-00005,fictional_ontology,calibration,1,44,5.753978303976739,5.308960991393145,,0.9999999999999998,-1.5802940677861332,1.0,4.667588916383959e-16,1.0,0.14870000943344805
1efe7cb539c42c0738798447,ontology-00005,fictional_ontology,calibration,2,44,7.710555055628205,7.0062444603761715,,0.9999999999999998,-1.5717651032812878,1.0,2.1383423756430017e-16,1.0,0.1743437207908304
d9c4a129372d88b5b1f8109b,ontology-00005,fictional_ontology,calibration,3,44,9.3145902094313,8.682899160531607,,0.9999999999999998,-1.7995782337117714,1.0,3.6492273849184835e-16,1.0,0.1310355519858911
e4ddff994071edc6ea7a6834,dependency-00005,dependency_graph,calibration,0,28,3.0980961351324567,2.9281961842538458,,1.0000000000000004,-1.6175486077214496,1.0,2.5896943319939476e-16,1.0,0.10667279334078625
633ffabbd2f176114ff9d48d,dependency-00005,dependency_graph,calibration,1,28,4.566227145610397,4.2265856126007515,,1.0000000000000002,-1.8439035063113598,1.0,2.1138844642974521e-16,1.0,0.14322986889032968
ef4355cb9724a74d49dd9ff6,dependency-00005,dependency_graph,calibration,2,28,5.962434430081352,5.72919366827716,,1.0000000000000002,-1.5796653321643175,1.0,7.769082995981843e-17,1.0,0.07670650784772867
0d7f90ed8b19fd02acb7cf40,dependency-00005,dependency_graph,calibration,3,28,7.454315361848621,6.994843966844926,,1.0000000000000004,-2.1564746368109646,1.0,2.379049338482478e-16,1.0,0.11947733720265055
